# seed: 1783859816468666200
# N: 155.000
# minAmplitude: 0.3895470010902611
# maxAmplitude: 0.975344215603168
# minSigma: 14.000058843979076
# maxSigma: 17.99999347355918
# minX0: 2794.5799378411184
# maxX0: 2808.820516381733
# minAlpha: 1.4560239066796752
# maxAlpha: 1.655957151344219
# chi2 amplitude sigma x0 alpha
0.5832862 0.6897576 15.8872220 2800.5723179 1.5431399
0.5833464 0.5522285 17.2580106 2803.2953288 1.5474281
0.5836800 0.5371129 17.4735105 2802.1394535 1.4982626
0.5846036 0.6835206 15.9989235 2801.2489255 1.5839848
0.5850711 0.5472028 16.9294218 2801.0010058 1.5029417
0.5867793 0.6591626 14.8969345 2803.0479572 1.5980992
0.5874489 0.5628058 17.7404635 2803.2556028 1.5293820
0.5874560 0.6074581 16.7340771 2801.4376826 1.6109352
0.5874819 0.6010596 16.0078763 2799.8889433 1.5764593
0.5891312 0.6365276 16.7888267 2803.2275057 1.5689305
0.5893909 0.6355147 17.2396876 2801.5029564 1.5582901
0.5899207 0.6214505 15.1928793 2801.0837638 1.5525555
0.5900685 0.6219868 16.9932462 2803.5185474 1.5517043
0.5932672 0.6287354 16.5930428 2802.1893046 1.4638098
0.5939540 0.6182235 15.1452656 2800.7664888 1.5675786
0.5963365 0.5426572 16.4851738 2802.7083562 1.5535116
0.5968079 0.6806410 16.3266589 2802.7195903 1.5137086
0.5968339 0.6301747 15.3150919 2803.4447653 1.5807895
0.5972218 0.5600406 16.6859291 2802.0191288 1.4977405
0.5973525 0.5880052 16.3578586 2800.2656387 1.5077142
0.5979768 0.5305649 16.7177631 2801.8806667 1.5482080
0.6008264 0.6353942 16.8242306 2803.5517300 1.5377131
0.6011137 0.5555871 17.9915726 2800.7252146 1.5404197
0.6019815 0.6422880 15.9291556 2803.5750247 1.5490207
0.6021265 0.6043608 15.0993369 2800.7132799 1.5983511
0.6036214 0.5453258 16.2326510 2801.0663486 1.5533402
0.6038719 0.5980689 14.9483641 2801.5513757 1.6195632
0.6042018 0.6517836 17.1191227 2801.3701634 1.5476072
0.6046194 0.6830309 16.5883547 2801.9449847 1.5430611
0.6046709 0.6880160 16.0513739 2800.8664571 1.5659695
0.6062685 0.6141276 15.3344505 2801.3653044 1.5407998
0.6084231 0.5819584 15.4710127 2802.0051290 1.6351165
0.6086815 0.6143447 17.6962442 2799.6570730 1.4682031
0.6087437 0.5632398 16.8655320 2799.9612343 1.5591931
0.6088425 0.6160842 17.2454584 2800.2891196 1.5551993
0.6100470 0.6580488 15.9485432 2800.9273285 1.4916535
0.6103417 0.6774139 16.0565450 2802.7826722 1.5155327
