# seed: (numpy internal)
# N: 155
# minAmplitude: 0.3891415
# maxAmplitude: 0.9823132
# minSigma: 14.0007560
# maxSigma: 17.9985816
# minX0: 2794.6671558
# maxX0: 2808.8111477
# minAlpha: 1.4560285
# maxAlpha: 1.6559994
# chi2 amplitude sigma x0 alpha
0.2841141 0.5861559 16.5138321 2802.8017280 1.5329866
0.2845773 0.6522624 16.4391360 2801.7907391 1.5651187
0.2875739 0.5850713 15.5939788 2802.1913167 1.5743978
0.2916399 0.6290242 16.7746662 2800.6912370 1.5472529
0.2931403 0.6307501 17.4760050 2801.4259647 1.4922728
0.2933025 0.6092822 17.2291922 2801.7717662 1.4575956
0.2935271 0.6278938 15.7099047 2802.1931794 1.6152501
0.2948587 0.6038268 16.5924073 2800.4919975 1.5074637
0.2950370 0.6021140 17.2866326 2802.0061551 1.5533800
0.2962579 0.5973315 15.5184375 2802.5229165 1.5737737
0.2976125 0.6827502 15.6017313 2801.8618928 1.5593869
0.2977943 0.5927039 17.4669961 2800.9363607 1.5341751
0.2995854 0.5794426 17.4255617 2800.9709388 1.4673759
0.3025009 0.5777913 16.2109191 2802.9116607 1.5647763
0.3028793 0.5915865 17.0574671 2802.9355376 1.5520447
0.3032334 0.6025517 17.1152545 2802.9568271 1.5283681
0.3041540 0.6538981 16.1190216 2802.4473470 1.5224973
0.3050675 0.6531710 16.5455598 2802.5172092 1.5237024
0.3071793 0.6452185 14.9953042 2801.5954375 1.5815493
0.3078899 0.6310006 17.4529057 2802.0381460 1.4772048
0.3095202 0.6112860 17.2285519 2801.9608009 1.4590613
0.3107310 0.6387441 16.6733428 2800.5551179 1.5361568
0.3126766 0.5569457 16.1939795 2801.4954955 1.5813277
0.3131567 0.5685619 17.9521015 2801.7343345 1.5053986
0.3136759 0.6283090 16.2085915 2801.7620879 1.5001931
0.3142139 0.5751550 17.7959130 2800.7299819 1.4956798
0.3215806 0.5591744 16.5532609 2802.5366839 1.5522813
0.3230806 0.6493853 16.6278465 2802.1548490 1.4919341
0.3269105 0.6105552 15.7218653 2801.1101889 1.5385117
0.3271034 0.5678048 16.7971029 2800.5812033 1.5551525
0.3279467 0.5923147 16.4498266 2802.6634779 1.5197297
0.3303265 0.6669003 15.4089916 2802.0387620 1.6044528
0.3322423 0.5807058 15.7347470 2802.5737137 1.6049429
0.3329842 0.5788395 16.4650009 2803.1333821 1.5719044
0.3332363 0.5869831 17.7530861 2802.5272178 1.4840207
0.3348935 0.5948579 15.8075764 2801.6088490 1.6209363
0.3352943 0.5754750 16.2397877 2800.6367023 1.5551510
0.3361388 0.6123833 15.8405332 2801.4748622 1.5247165
0.3389164 0.6417703 17.2094627 2801.7474262 1.4599203
0.3397974 0.5635716 17.7262874 2801.2220699 1.5302967
0.3408619 0.6113718 17.5552656 2802.5962704 1.4966199
0.3466679 0.6674257 16.6262715 2801.7264451 1.5060516
0.3489827 0.5987133 17.0875098 2800.1522452 1.5086410
0.3525522 0.6070928 16.0724433 2803.2491123 1.5908967
0.3525835 0.6460334 15.1871395 2801.9626744 1.5575702
0.3530179 0.5885461 15.8015979 2802.5529557 1.5539454
0.3535727 0.6144420 16.4945455 2801.4006460 1.5996513
0.3548533 0.5799780 17.8797958 2802.0113204 1.5222871
0.3584573 0.6456394 15.7238958 2801.6374804 1.5212747
0.3593613 0.5711693 16.2864336 2802.8183861 1.5980648
0.3604201 0.6435857 14.9982376 2801.5204973 1.6126085
0.3616750 0.5713409 17.0540699 2802.9890056 1.5601684
0.3650371 0.6891390 15.4881131 2802.1599514 1.5691548
0.3656598 0.6200827 17.1301753 2800.4178657 1.4631717
0.3661378 0.5506154 17.3044243 2801.0001176 1.5174005
0.3682623 0.5872579 16.8436832 2803.0944535 1.5239367
0.3684662 0.6244492 15.4697513 2802.0260664 1.6246339
0.3703114 0.6030319 17.0143161 2802.1457304 1.5807643
0.3715568 0.5613732 15.8633893 2802.0797948 1.5792675
0.3755564 0.5501470 17.5675632 2801.3412419 1.4952497
0.3757414 0.6630544 15.1303235 2801.2380173 1.6059474
0.3761531 0.5948920 15.5412866 2802.9200530 1.5992879
0.3763718 0.6580595 15.4528398 2801.4827622 1.5365710
0.3774518 0.6518548 16.5123310 2801.3241548 1.4779387
0.3782029 0.5850889 17.6382202 2802.6229669 1.5331883
0.3782521 0.5570980 16.4241156 2802.3448515 1.5998536
0.3796615 0.5809778 17.7389173 2801.2719001 1.5379175
0.3803154 0.6177516 17.5552059 2802.6290843 1.4832722
0.3823132 0.6209117 16.2667539 2802.4165989 1.6080115
0.3836418 0.6205962 15.3804179 2800.9144564 1.6129059
0.3846039 0.6379856 15.0118389 2801.9521323 1.6183117
0.3888625 0.6643920 15.5139731 2800.6342517 1.5709446
0.3890089 0.6339622 15.9114048 2800.2528339 1.5689050
0.3892714 0.5692303 17.0022640 2803.1117503 1.5551882
0.3909171 0.6624069 16.0269046 2802.7270618 1.5309659
0.3911632 0.6482760 15.3386530 2801.7795383 1.6210827
0.3927464 0.6192376 17.5415158 2800.8389472 1.5161240
0.3963173 0.6622078 15.4913007 2801.8520621 1.6127688
0.3967777 0.6911305 15.3444267 2801.4575342 1.5806645
0.3980012 0.5567439 17.8776454 2802.2909323 1.5181294
0.3992562 0.6825652 15.2304939 2802.5687373 1.5774271
0.4002683 0.6025602 16.7678747 2803.3660557 1.5593143
0.4014300 0.6423787 16.6079511 2800.2179925 1.5162330
0.4028868 0.6268975 17.5130697 2802.4528529 1.5056303
0.4046892 0.6071279 17.2588846 2803.0394088 1.4993583
0.4057092 0.5683482 16.2333673 2800.8090359 1.5983681
0.4067492 0.6188836 16.0566604 2803.0714275 1.5356120
0.4076707 0.5702818 17.8691002 2802.6366715 1.4887919
0.4081728 0.6469573 16.2450478 2801.6840152 1.5967571
0.4089060 0.5642736 15.7438080 2801.7019923 1.6072424
0.4093804 0.5623415 16.8547208 2802.4345923 1.5127818
0.4111704 0.5845626 16.8657281 2801.9237294 1.4781706
0.4129740 0.5779524 16.3174726 2801.0643755 1.6115501
0.4132777 0.5582551 17.0176331 2801.9529261 1.4989480
0.4156136 0.6307094 15.8774066 2800.1963278 1.5707020
0.4168236 0.5796566 16.5217938 2800.2406785 1.5683464
0.4176213 0.5449097 16.4812876 2801.6107418 1.5896241
0.4176509 0.6539397 15.2851676 2802.8553345 1.5656852
0.4192571 0.5507776 17.8317089 2802.2290403 1.4968460
0.4222847 0.6275899 16.0945849 2801.5705811 1.4968931
0.4269383 0.5678467 17.2850851 2802.0014612 1.4729332
0.4269819 0.6215646 16.7270837 2802.0324867 1.4681474
0.4292836 0.6164371 17.7846590 2800.5255389 1.4893021
0.4304139 0.6071238 16.2610741 2800.0734335 1.5382061
0.4315622 0.5464534 16.1836372 2801.9657567 1.5821505
0.4318038 0.5862611 17.2001423 2800.0581777 1.5292486
0.4318079 0.6115202 16.1112709 2803.0000835 1.6099651
0.4320387 0.5474016 17.5747098 2800.9155617 1.5337132
0.4322700 0.6377937 16.5851381 2801.3613689 1.4658316
0.4336728 0.6428010 16.9050717 2801.2146590 1.5558275
0.4353010 0.6726856 14.9078017 2802.2135206 1.5746610
0.4358345 0.5859711 16.6931649 2803.4035331 1.5731747
0.4365965 0.6391483 16.7302296 2803.0381369 1.5115248
0.4371456 0.5745319 17.8098468 2801.8593900 1.5460839
0.4387402 0.6088069 16.4452394 2801.6699418 1.6129922
0.4392299 0.6316305 17.2996334 2802.7883654 1.4871885
