# seed: 1784141145525623654
# N: 139.000
# minAmplitude: 0.20998409573019
# maxAmplitude: 0.2830891016485938
# minSigma: 17.999883804266283
# maxSigma: 16.548371118237924
# minX0: 2799.7190904776185
# maxX0: 2802.9998577055535
# minAlpha: 1.456002397664135
# maxAlpha: 1.6559741770305978
# chi2 amplitude sigma x0 alpha
0.4003835 0.2581739 17.5461059 2802.6554570 1.5768176
0.4003953 0.2406442 17.6416452 2802.6748506 1.5973284
0.4004066 0.2558586 17.9687495 2801.7517625 1.6156799
0.4004113 0.2306981 17.9097735 2801.5501289 1.5085172
0.4004158 0.2464830 17.7717484 2801.4138312 1.5280361
0.4004212 0.2346935 17.6465919 2801.6111415 1.4701967
0.4004243 0.2516514 17.6940219 2802.2553096 1.6063848
0.4004292 0.2236253 17.9993524 2802.0630222 1.5079589
0.4004307 0.2664288 17.5876714 2802.9917723 1.5417211
0.4004383 0.2423937 17.6136833 2802.7551091 1.6035971
0.4004404 0.2352420 17.3876871 2802.4155224 1.4642143
0.4004439 0.2719263 17.9440936 2802.7609225 1.5289985
0.4004445 0.2264153 17.6707038 2802.4761959 1.4728534
0.4004469 0.2649704 17.4711525 2802.4227624 1.4577042
0.4004564 0.2524382 17.6716369 2801.7916065 1.5424602
0.4004590 0.2397263 17.5889750 2801.3983294 1.4577773
0.4004595 0.2265211 17.7751813 2801.8932378 1.4632900
0.4004622 0.2587745 17.3847073 2802.6177897 1.5134414
0.4004741 0.2575115 17.6603142 2801.6979964 1.5010209
0.4004812 0.2361204 17.9566924 2801.5314195 1.5599432
0.4004841 0.2636175 17.7839061 2801.6357547 1.4606435
0.4004877 0.2359643 17.8654128 2801.1812453 1.4920626
0.4004894 0.2274467 17.9312616 2801.3744305 1.4682937
0.4004930 0.2427327 17.3704876 2802.7422929 1.5246262
0.4005041 0.2656922 17.7750689 2802.8387368 1.6088689
0.4005160 0.2407177 17.7715610 2801.5410177 1.5313806
0.4005396 0.2448238 17.7335995 2801.3666806 1.5098853
0.4005504 0.2527739 17.6353570 2801.3367587 1.4670050
0.4005538 0.2544260 17.2065905 2802.7519265 1.4831560
0.4005597 0.2357697 17.8943350 2801.7207264 1.5608375
0.4005706 0.2635548 17.8466445 2801.5401297 1.4639304
0.4005833 0.2441484 17.6323782 2801.6307650 1.5120500
0.4005948 0.2604744 17.9156636 2801.5619027 1.5315475
0.4005960 0.2676683 17.8886776 2802.8907045 1.6281185
0.4006083 0.2365311 17.8455929 2801.4232861 1.5192093
0.4006096 0.2493624 17.3600348 2802.9918952 1.5566580
0.4006181 0.2570480 17.3140557 2802.7894548 1.5144259
0.4006199 0.2510802 17.3798539 2802.8591536 1.5561396
0.4006324 0.2451978 17.8257454 2801.6512625 1.5747218
0.4006326 0.2470218 17.6697743 2801.4250265 1.5012973
0.4006334 0.2629122 17.8963363 2801.5639776 1.4944893
0.4006360 0.2361267 17.7569314 2801.7414056 1.5258071
0.4006419 0.2462070 17.5156915 2802.1250578 1.5342658
0.4006444 0.2517110 17.9605533 2801.7077628 1.6235558
0.4006526 0.2696346 17.7504871 2802.3855447 1.4619989
0.4006571 0.2446564 17.8513949 2801.8514705 1.6054568
0.4006593 0.2254920 17.8075813 2802.4426178 1.5020952
0.4006709 0.2206914 17.9832239 2802.3248914 1.4868898
0.4006905 0.2409424 17.7452537 2801.2364951 1.4883883
0.4007007 0.2407465 17.5584271 2802.0658694 1.5239758
0.4007147 0.2217042 17.8897768 2802.6159073 1.4905676
0.4007311 0.2552865 17.5323095 2801.7248630 1.4811901
0.4007447 0.2336257 17.7959188 2801.9043987 1.5358941
0.4007456 0.2541780 17.4814494 2802.2281148 1.5310636
0.4007461 0.2532023 17.8120863 2802.0516589 1.6205999
0.4007519 0.2655382 17.8324913 2801.9924999 1.5111296
0.4007592 0.2327500 17.8030041 2801.8737819 1.5283218
0.4007628 0.2342005 17.9639620 2801.1794580 1.5102204
0.4007646 0.2307908 17.9489311 2802.2285492 1.5845392
0.4007774 0.2444644 17.4575743 2802.2439268 1.5235474
0.4007794 0.2566285 17.8008944 2802.1795846 1.6211529
0.4007847 0.2275721 17.5933560 2802.8649870 1.4846388
0.4007859 0.2407277 17.3205997 2802.2208707 1.4643844
0.4007971 0.2669290 17.8783981 2802.2828478 1.5513595
0.4008022 0.2376079 17.7036775 2802.9797729 1.6192789
0.4008054 0.2695340 17.9720438 2802.3712149 1.5438300
0.4008081 0.2415128 17.4324908 2802.3762112 1.5153970
0.4008098 0.2531188 17.5441460 2802.5456602 1.5869617
0.4008156 0.2335915 17.6906614 2802.4642438 1.5500059
0.4008158 0.2397470 17.6504617 2802.9316766 1.6142308
0.4008261 0.2599847 17.7262196 2802.4616022 1.6105547
0.4008302 0.2366271 17.3639411 2802.4941505 1.4741494
0.4008322 0.2367993 17.5424274 2802.3906218 1.5237541
0.4008328 0.2564045 17.8206284 2802.1575612 1.6263434
0.4008376 0.2700399 17.9513791 2802.8741721 1.6050319
0.4008474 0.2402057 17.3132705 2802.8644319 1.5022839
0.4008538 0.2431319 17.4880779 2802.4673634 1.5476126
0.4008584 0.2428267 17.4428837 2801.7151604 1.4634044
0.4008586 0.2463108 17.8887280 2801.1391836 1.5258330
0.4008616 0.2618134 17.3428885 2802.9634637 1.5076888
0.4008695 0.2459705 17.4404412 2802.7878451 1.5656535
0.4008758 0.2328324 17.9272861 2802.4230200 1.6129561
0.4008801 0.2634903 17.7945387 2802.8532909 1.6491834
0.4008846 0.2245464 17.7466239 2802.6771791 1.4878515
0.4008906 0.2276462 17.6413607 2802.5646378 1.4850857
0.4008915 0.2660828 17.8434277 2801.8986434 1.4895511
0.4008942 0.2497202 17.1954884 2802.9616697 1.4999127
0.4008950 0.2525408 17.6268258 2801.9091354 1.5464679
0.4008979 0.2616001 17.5764006 2802.3511187 1.5316366
0.4009056 0.2290295 17.4422425 2802.9563510 1.4578494
0.4009077 0.2389960 17.7280178 2801.6589794 1.5267665
0.4009108 0.2358305 17.7707807 2801.9134287 1.5464462
0.4009132 0.2715297 17.7607792 2802.6732272 1.4625050
0.4009190 0.2554239 17.6037311 2801.8704272 1.5239523
0.4009289 0.2549949 17.3381395 2802.1976581 1.4793139
0.4009294 0.2606377 17.8945847 2801.7571662 1.5601451
0.4009305 0.2359318 17.9368192 2801.2288623 1.5202478
0.4009402 0.2533314 17.5810899 2802.9805675 1.6371814
0.4009608 0.2522584 17.8853674 2800.9014051 1.4727853
0.4009774 0.2484457 17.7813565 2801.3713372 1.5287020
0.4009794 0.2685018 17.8929456 2802.5016450 1.5626932
0.4009869 0.2450813 17.1782170 2802.6800943 1.4693342
0.4009871 0.2493135 17.3327459 2802.1714057 1.4861982
0.4009880 0.2475231 17.5071919 2802.4967510 1.5703878
0.4009881 0.2485162 17.6157677 2801.3078740 1.4713668
0.4009885 0.2716778 17.9382441 2802.3867029 1.4761295
0.4009925 0.2607877 17.7494404 2802.2949016 1.5922983
0.4010141 0.2461905 17.3372954 2802.4363730 1.5073305
0.4010259 0.2580999 17.2324275 2802.7687415 1.4816617
0.4010288 0.2645008 17.4570866 2802.5634092 1.4821266
0.4010352 0.2557364 17.8948413 2802.1246889 1.6510352
0.4010512 0.2639999 17.3211711 2802.8168555 1.4652636
0.4010574 0.2560691 17.7843330 2801.3580830 1.5002929
0.4010617 0.2616578 17.5292308 2802.8002372 1.5654628
0.4010619 0.2539934 17.5988423 2802.5847465 1.6096541
0.4010734 0.2566185 17.8087683 2802.2917337 1.6403839
0.4010762 0.2448849 17.5033141 2801.9261533 1.5105486
0.4010765 0.2570312 17.9962047 2800.9627236 1.4818893
0.4010796 0.2372381 17.8462118 2800.9752761 1.4706122
0.4010869 0.2326554 17.8803676 2801.9076115 1.5551093
0.4010941 0.2338661 17.5601197 2802.6023532 1.5228106
0.4011033 0.2658395 17.7808392 2801.8358317 1.4645336
0.4011051 0.2572086 17.5164329 2802.2683293 1.5369540
0.4011079 0.2374635 17.4110118 2802.5838689 1.5020673
0.4011133 0.2636936 17.5219736 2802.9045174 1.5524134
0.4011149 0.2379443 17.3559623 2802.1422335 1.4565731
0.4011241 0.2544988 17.8448819 2800.9845330 1.4643170
0.4011324 0.2689724 17.9231809 2802.4810623 1.5620605
0.4011398 0.2734753 17.9153503 2802.9622700 1.5071833
0.4011411 0.2563711 17.5474734 2802.4140032 1.5679321
0.4011577 0.2592369 17.8177978 2802.2406222 1.6222346
0.4011603 0.2393610 17.5331563 2802.4667927 1.5449477
0.4011816 0.2478932 17.7238217 2802.5496954 1.6486727
0.4011841 0.2636955 17.9875348 2801.7910551 1.5597279
0.4011845 0.2640885 17.8196912 2802.7452375 1.6422489
0.4011848 0.2640225 17.4669802 2802.3264318 1.4650848
0.4011889 0.2504181 17.4189772 2802.8342281 1.5719774
0.4011960 0.2574018 17.5354362 2802.1754663 1.5320338
0.4011994 0.2356381 17.4625132 2802.3791254 1.4923097
0.4012148 0.2414052 17.6784348 2802.1472851 1.5748622
0.4012231 0.2542983 17.4690545 2802.2322295 1.5307665
0.4012289 0.2277750 17.7283140 2802.4015262 1.5043125
0.4012296 0.2460817 17.2717229 2802.9684612 1.5222316
0.4012413 0.2597133 17.3343355 2802.5174530 1.4862091
0.4012479 0.2491561 17.4444224 2802.4902616 1.5531818
0.4012505 0.2584376 17.5441665 2802.9192484 1.6061730
0.4012547 0.2562589 17.2387535 2802.9670157 1.5089137
0.4012614 0.2284456 17.9422346 2801.6140515 1.5088369
0.4012655 0.2683285 17.9124088 2802.7735532 1.6171467
0.4012746 0.2384487 17.4003058 2802.5262479 1.5023369
0.4013016 0.2568745 17.4901709 2802.7149752 1.5768457
0.4013046 0.2412625 17.7829680 2800.9802377 1.4695671
0.4013083 0.2517496 17.5431316 2801.9359259 1.5281007
0.4013211 0.2427346 17.2287031 2802.8420207 1.4890551
0.4013218 0.2409907 17.8053444 2800.8907288 1.4625490
0.4013249 0.2477513 17.7038143 2801.8188991 1.5663615
0.4013249 0.2575477 17.7952727 2801.4702850 1.5134098
0.4013275 0.2584731 17.1487069 2802.8520919 1.4582688
0.4013401 0.2727980 17.9736258 2802.7094877 1.5165962
0.4013426 0.2577354 17.6658981 2802.8434991 1.6477547
0.4013563 0.2626522 17.4751065 2802.1382878 1.4624220
0.4013600 0.2418473 17.8969439 2801.1579197 1.5278318
0.4013658 0.2306768 17.6137717 2802.0348537 1.4730514
0.4013728 0.2376746 17.5410120 2802.1331022 1.5121183
0.4013759 0.2504737 17.5415926 2802.6435373 1.6005062
0.4013777 0.2506418 17.7243917 2801.5122570 1.5316690
0.4013778 0.2324401 17.6769180 2802.9878708 1.5701003
0.4013796 0.2537391 17.9662307 2801.8904984 1.6517960
0.4013886 0.2637985 17.7643482 2802.1019245 1.5396992
0.4013905 0.2494991 17.3948656 2802.7423971 1.5578650
0.4014063 0.2371543 17.5918459 2801.7086320 1.4853435
0.4014143 0.2589727 17.7847857 2801.4167939 1.4891640
0.4014147 0.2659524 17.5767767 2802.4895088 1.4983996
0.4014149 0.2572753 17.7085220 2801.9121179 1.5567296
0.4014155 0.2434393 17.9651453 2801.1342337 1.5477736
0.4014196 0.2380975 17.9200360 2801.6570169 1.5810701
0.4014210 0.2651258 17.7569254 2801.9006627 1.4843721
0.4014373 0.2646129 17.9612117 2801.5055743 1.4830291
0.4014437 0.2495889 17.7502162 2801.1291312 1.4854706
0.4014478 0.2552482 17.7696754 2801.2226879 1.4819940
0.4014488 0.2436412 17.5028640 2802.6765433 1.5741220
0.4014509 0.2462878 17.5645483 2801.8000200 1.5208526
0.4014562 0.2216318 17.7449094 2802.9562904 1.4669987
0.4014599 0.2673755 17.5918709 2802.5508914 1.4876918
0.4014875 0.2641088 17.8666533 2802.5272175 1.6341033
0.4014976 0.2513977 17.2549760 2802.1107437 1.4575821
0.4015036 0.2557148 17.1031800 2802.8925431 1.4596393
0.4015038 0.2476426 17.5070439 2802.7657473 1.5954539
0.4015087 0.2651386 17.7487243 2802.7506713 1.6066268
0.4015096 0.2391835 17.7826513 2801.4012643 1.5178845
0.4015145 0.2403003 17.4361195 2801.9814145 1.4821203
0.4015275 0.2520663 17.8164727 2801.7269655 1.5876756
0.4015361 0.2293024 17.6820510 2802.0248509 1.4805914
0.4015409 0.2484283 17.7386230 2801.2530341 1.5032640
0.4015457 0.2614755 17.2640666 2802.5893239 1.4561055
0.4015543 0.2417132 17.3494639 2802.3239715 1.4908956
0.4015666 0.2599399 17.6040990 2801.8338211 1.4924680
0.4015719 0.2531073 17.3278259 2802.2695016 1.4941454
0.4015777 0.2470377 17.6210496 2801.4134151 1.4920223
0.4015787 0.2522731 17.5140477 2802.1647030 1.5457767
0.4015788 0.2525613 17.6932251 2801.3976852 1.5019727
0.4015908 0.2505225 17.1070993 2802.9659331 1.4747588
0.4015978 0.2465287 17.9515076 2801.8541651 1.6470787
0.4016060 0.2473214 17.2647962 2802.8316599 1.5177547
0.4016096 0.2653819 17.5318660 2802.8290587 1.5320919
0.4016138 0.2638583 17.5241421 2802.5143258 1.5145489
0.4016208 0.2391241 17.6423624 2801.4407390 1.4827422
0.4016252 0.2700057 17.7767826 2802.4174878 1.4795210
0.4016274 0.2441980 17.2554208 2802.7876192 1.5028758
0.4016407 0.2520762 17.5203381 2802.7883458 1.6071180
0.4016552 0.2332054 17.3472466 2802.7211411 1.4608974
0.4016564 0.2640168 17.5380062 2802.2684390 1.4866444
0.4016633 0.2378899 17.6418866 2801.8351369 1.5183653
0.4016682 0.2613877 17.7483152 2802.3509846 1.5999527
0.4016696 0.2467194 17.4542441 2802.3701376 1.5454025
0.4016699 0.2537148 17.6854657 2802.4498749 1.6308548
0.4016705 0.2447744 17.5017416 2802.8087960 1.5889901
0.4016773 0.2511057 17.3475301 2802.3837665 1.5151133
0.4016779 0.2486968 17.9781519 2801.0126803 1.5352469
0.4016829 0.2496188 17.5281411 2802.8189246 1.6113732
0.4016835 0.2548646 17.6632200 2801.7330828 1.5326520
0.4016835 0.2447974 17.8668348 2802.0149413 1.6360531
0.4016903 0.2352966 17.8188636 2801.0437401 1.4658968
0.4016996 0.2362077 17.5754578 2802.2259930 1.5225600
0.4017015 0.2587988 17.4399556 2802.7937962 1.5594952
0.4017025 0.2501178 17.5952051 2801.9821426 1.5546406
0.4017060 0.2627298 17.2907107 2802.9542746 1.4863821
0.4017078 0.2562246 17.0972823 2802.9273100 1.4593717
0.4017084 0.2457819 17.5216901 2802.3912328 1.5670238
0.4017103 0.2272479 17.9310033 2802.2978418 1.5539628
0.4017112 0.2513404 17.8171262 2801.4133853 1.5459679
0.4017127 0.2388655 17.7288503 2802.0184274 1.5679986
0.4017139 0.2655544 17.6822055 2802.1141583 1.4907709
0.4017300 0.2458070 17.5783959 2802.7972262 1.6181143
0.4017393 0.2472542 17.3970722 2802.5106990 1.5400432
0.4017408 0.2307697 17.9514250 2802.6154756 1.6195446
0.4017634 0.2452029 17.5307166 2802.7310415 1.5954859
0.4017664 0.2613032 17.3987353 2802.3715903 1.4838526
0.4017735 0.2231097 17.9638081 2801.5994639 1.4613867
0.4017757 0.2561823 17.6310697 2802.1344572 1.5697353
0.4017767 0.2590193 17.9261705 2801.2729735 1.5080100
0.4017771 0.2534136 17.7507612 2801.5621204 1.5419339
0.4017867 0.2258825 17.8797639 2802.7254541 1.5512374
0.4017882 0.2652343 17.7115562 2802.9693880 1.6186846
0.4017891 0.2344711 17.9293918 2802.4260353 1.6337138
0.4017896 0.2673645 17.6886195 2802.3475639 1.4975644
0.4017947 0.2323469 17.8589522 2802.5249328 1.6006661
0.4018004 0.2414114 17.7916275 2801.7233144 1.5693031
0.4018138 0.2327321 17.5115294 2802.1736479 1.4736134
0.4018226 0.2390568 17.4023954 2802.2305283 1.4885193
0.4018236 0.2465526 17.8419755 2801.2146396 1.5302925
0.4018278 0.2480312 17.8730417 2800.8400645 1.4796957
0.4018341 0.2642927 17.9695801 2801.6068878 1.5159027
0.4018348 0.2523767 17.5056425 2801.8114875 1.5038809
0.4018482 0.2241639 17.9097288 2802.8564043 1.5466289
0.4018508 0.2366631 17.8446431 2801.0212787 1.4782355
0.4018557 0.2566762 17.4680042 2802.2053402 1.5226418
0.4018586 0.2332555 17.5401402 2802.1648168 1.4859824
0.4018603 0.2625527 17.3646203 2802.7070842 1.4953746
0.4018621 0.2451823 17.9484982 2801.9070302 1.6512420
0.4018766 0.2399788 17.6258038 2801.5989518 1.5010377
0.4018954 0.2231958 17.7076773 2802.7993996 1.4715509
0.4019052 0.2427759 17.4630466 2801.8900224 1.4940610
0.4019222 0.2540482 17.5747046 2801.5979077 1.4919720
0.4019280 0.2466300 17.5304732 2801.9161136 1.5269446
0.4019312 0.2405211 17.6157927 2801.9298143 1.5352875
0.4019369 0.2357300 17.9882029 2800.9063025 1.4978911
0.4019460 0.2497799 17.9531246 2800.7081149 1.4750771
0.4019535 0.2482748 17.3687995 2802.1385443 1.5009912
0.4019542 0.2463109 17.4028606 2802.5097764 1.5412514
0.4019724 0.2537513 17.9921286 2801.5033209 1.6063950
0.4019782 0.2569010 17.6414038 2802.4555902 1.6088795
0.4019782 0.2567654 17.5884556 2801.5373030 1.4725259
0.4019786 0.2344037 17.7954461 2802.4916629 1.5980987
0.4019819 0.2575790 17.3723645 2802.0155274 1.4647596
0.4019827 0.2619543 17.4909599 2802.0374799 1.4679257
0.4019880 0.2666360 17.7360847 2802.1580663 1.5001604
0.4019892 0.2621574 17.3252373 2802.8222309 1.4967550
0.4020019 0.2497794 17.6848915 2801.5418482 1.5297529
0.4020163 0.2365467 17.7903740 2801.9189831 1.5643813
0.4020280 0.2494723 17.7007643 2802.0469336 1.5978166
0.4020288 0.2414427 17.6760913 2802.5323035 1.6128009
0.4020493 0.2546376 17.7572844 2801.3651156 1.5102393
0.4020646 0.2478085 17.6015804 2802.9603935 1.6459751
0.4020677 0.2546340 17.1653692 2802.7922640 1.4829414
0.4020756 0.2488938 17.8048750 2801.5133455 1.5630891
0.4020843 0.2229398 17.9730348 2801.5248124 1.4569822
0.4020844 0.2323446 17.7202997 2802.7347785 1.5732553
0.4020853 0.2372570 17.4720519 2802.7861446 1.5384486
0.4020854 0.2622899 17.7698660 2801.9624002 1.5455526
0.4020885 0.2440098 17.8968259 2801.1736965 1.5395564
0.4020968 0.2545684 17.9730505 2801.2757939 1.5601275
0.4021042 0.2666380 17.9274244 2801.7904797 1.4986188
0.4021043 0.2612858 17.9841777 2802.0661324 1.6436889
0.4021093 0.2394778 17.8105450 2801.0074565 1.4806355
0.4021128 0.2309684 17.6125798 2801.9839409 1.4755452
0.4021156 0.2460827 17.3272756 2802.2192462 1.4932589
0.4021158 0.2611694 17.6053144 2802.7584268 1.6028255
0.4021204 0.2681390 17.7946335 2802.6125339 1.5635699
0.4021222 0.2307861 17.8956671 2802.7026535 1.6105855
0.4021246 0.2442095 17.9381330 2801.8809287 1.6438725
0.4021344 0.2454103 17.8084328 2801.3772302 1.5446420
0.4021379 0.2575407 17.4335565 2802.2987282 1.5192666
0.4021388 0.2441549 17.6750366 2802.4630504 1.6201813
0.4021425 0.2334092 17.7357770 2801.8300860 1.5181701
0.4021466 0.2634908 17.9738886 2802.0458842 1.6124337
0.4021470 0.2262605 17.9219221 2801.6878354 1.4936592
0.4021569 0.2494692 17.9065854 2801.4901721 1.5903807
0.4021612 0.2424055 17.2110175 2802.3623412 1.4569135
0.4021686 0.2625714 17.9324988 2802.0989596 1.6185869
0.4021720 0.2572662 17.4870479 2802.3246465 1.5418902
0.4021821 0.2599315 17.4647612 2802.2678912 1.5101331
0.4021822 0.2355044 17.3579462 2802.5153869 1.4739566
0.4021861 0.2413688 17.5695168 2802.1550551 1.5479622
0.4022062 0.2613895 17.8654894 2802.2244265 1.6275287
0.4022071 0.2176481 17.9746885 2802.9491082 1.4835180
0.4022138 0.2421020 17.7995948 2801.3397336 1.5305717
0.4022151 0.2693824 17.8957437 2802.6262784 1.5787940
0.4022161 0.2291425 17.6751721 2802.1855320 1.4931862
0.4022242 0.2649360 17.6105823 2802.2648336 1.5037641
0.4022249 0.2415780 17.4724685 2802.3500924 1.5354543
0.4022305 0.2375763 17.7524472 2801.2112721 1.4833971
0.4022330 0.2522326 17.9404502 2801.8672085 1.6505039
0.4022412 0.2500473 17.1133201 2802.7079205 1.4662603
0.4022421 0.2529527 17.6376914 2801.3808779 1.4865189
0.4022497 0.2452897 17.7694783 2801.5986046 1.5624935
0.4022520 0.2603401 17.9342054 2801.8476681 1.6027326
0.4022571 0.2344402 17.7788008 2801.7676118 1.5330859
0.4022689 0.2423333 17.5885266 2801.6181835 1.5037138
0.4022854 0.2541747 17.9061814 2801.0329214 1.5018768
0.4022876 0.2408956 17.5922331 2802.8001544 1.6035041
0.4022905 0.2564367 17.9329501 2800.9732413 1.4818308
0.4022930 0.2569331 17.6185280 2802.5578491 1.6143286
0.4022975 0.2592273 17.5165900 2802.6509851 1.5759312
0.4023013 0.2618897 17.5986505 2802.6876691 1.5884948
0.4023029 0.2212985 17.7829471 2802.9781424 1.4795932
0.4023038 0.2604698 17.9859490 2801.7717905 1.6058744
0.4023050 0.2729709 17.8152106 2802.7085222 1.4625049
0.4023067 0.2394318 17.7373386 2802.9049097 1.6486547
0.4023287 0.2451843 17.6278197 2802.0091391 1.5667314
0.4023404 0.2373306 17.4222002 2802.2002052 1.4851910
0.4023445 0.2677647 17.9428945 2801.8624242 1.4967267
0.4023466 0.2411333 17.5958336 2802.9135916 1.6136628
0.4023530 0.2595736 17.6677868 2801.9467371 1.5395801
0.4023531 0.2527395 17.9737230 2800.7378168 1.4753897
0.4023534 0.2331410 17.5239365 2802.0051894 1.4706289
0.4023552 0.2644870 17.8053277 2801.6118600 1.4676497
0.4023611 0.2571504 17.7083471 2802.1164638 1.5927250
0.4023713 0.2582160 17.4672680 2802.6950961 1.5693199
0.4023742 0.2293290 17.6719160 2802.5846913 1.5215663
0.4024066 0.2258557 17.9620991 2801.7077813 1.5038628
0.4024141 0.2595217 17.7501305 2802.6243778 1.6549276
0.4024218 0.2305969 17.6941568 2802.0557356 1.5036274
0.4024226 0.2409204 17.9500606 2801.4243898 1.5819396
0.4024230 0.2436905 17.3653052 2802.4347192 1.5182198
0.4024304 0.2599946 17.6579923 2802.7306890 1.6305316
0.4024381 0.2478473 17.8973792 2800.9974044 1.5166802
0.4024480 0.2514731 17.6360536 2801.5750411 1.5198798
0.4024687 0.2649739 17.9411519 2802.4081255 1.6421807
0.4024735 0.2466968 17.4050824 2801.8923125 1.4895727
0.4024741 0.2317891 17.8516680 2802.2378434 1.5757686
0.4024850 0.2416698 17.5241026 2802.4598399 1.5626231
0.4024872 0.2632270 17.9965899 2801.4363393 1.5136852
0.4024954 0.2349054 17.4723523 2802.9875706 1.5332942
0.4024962 0.2414491 17.8220226 2802.2038964 1.6332646
0.4024986 0.2444677 17.5056516 2802.3465185 1.5592973
0.4025148 0.2366837 17.6077809 2801.7163699 1.4947770
0.4025181 0.2379126 17.9875031 2801.3877344 1.5747314
0.4025181 0.2488510 17.2851068 2802.2156050 1.4858215
0.4025270 0.2386649 17.5560079 2802.5217640 1.5605194
0.4025302 0.2381005 17.8784628 2800.8062958 1.4690036
0.4025326 0.2608073 17.6095146 2801.7464611 1.4808068
0.4025383 0.2660644 17.9599559 2801.6245348 1.4915417
0.4025453 0.2378866 17.4445165 2802.9498865 1.5458041
0.4025520 0.2590096 17.4205678 2802.0570959 1.4801886
0.4025591 0.2549195 17.7016084 2802.3346109 1.6277394
0.4025607 0.2423023 17.7416924 2802.0153097 1.5941901
0.4025719 0.2336775 17.5239976 2801.9117030 1.4682546
0.4025745 0.2404005 17.2537994 2802.9534002 1.4994197
0.4025823 0.2583881 17.7329570 2802.5336270 1.6467901
0.4025851 0.2666966 17.4567137 2802.7217222 1.4827518
0.4025872 0.2479574 17.6947297 2802.2379747 1.6190986
0.4025918 0.2257049 17.8465169 2801.6221627 1.4636913
0.4025919 0.2320007 17.8289249 2802.2417535 1.5719084
0.4025923 0.2349484 17.5848597 2802.6209373 1.5497075
0.4025974 0.2507369 17.4170440 2802.2152875 1.5288129
0.4026029 0.2629016 17.6672019 2802.1176178 1.5326338
0.4026078 0.2451309 17.7595243 2801.7100594 1.5752362
0.4026106 0.2398741 17.5886422 2802.9848838 1.6092878
0.4026141 0.2394745 17.6097897 2801.3117795 1.4661673
0.4026143 0.2543446 17.9713604 2801.0324727 1.5219983
0.4026180 0.2500145 17.7375588 2801.0267631 1.4733375
0.4026186 0.2327021 17.6844365 2802.6190545 1.5614645
0.4026297 0.2401807 17.5326419 2802.2408290 1.5408895
0.4026430 0.2651780 17.7039813 2802.5184839 1.5720443
0.4026468 0.2495476 17.8190253 2800.9050008 1.4779296
0.4026556 0.2320472 17.8048024 2802.4007539 1.5775858
0.4026700 0.2572189 17.9304795 2801.0270650 1.4877458
0.4026737 0.2260947 17.9129492 2801.7148317 1.4948396
0.4026772 0.2384793 17.4135376 2802.3829094 1.5054962
0.4026787 0.2517179 17.0689507 2802.9571931 1.4687507
0.4026821 0.2581697 17.1030007 2802.9840390 1.4636919
0.4026828 0.2316009 17.8650458 2801.1056763 1.4680711
0.4026829 0.2654071 17.9696084 2802.1979871 1.6148102
0.4026957 0.2538951 17.0926692 2802.7069014 1.4585277
0.4026988 0.2708482 17.9975875 2802.0530744 1.4785513
0.4027025 0.2395550 17.8163439 2801.4378947 1.5411140
0.4027082 0.2175391 17.9710728 2802.9923220 1.4853385
0.4027089 0.2337439 17.8050339 2801.2253515 1.4805708
0.4027095 0.2619901 17.2932634 2802.6771589 1.4804382
0.4027108 0.2602179 17.7966075 2801.6832322 1.5372289
0.4027124 0.2537866 17.2971704 2802.3329991 1.4971883
0.4027175 0.2430663 17.8448161 2801.3076222 1.5453091
0.4027176 0.2436373 17.5848236 2801.6416862 1.5120669
0.4027202 0.2387199 17.6973370 2801.2294427 1.4784721
0.4027214 0.2426292 17.8557452 2801.1243279 1.5224605
0.4027250 0.2261639 17.8881825 2802.3950172 1.5419958
0.4027324 0.2259153 17.6475870 2802.7769118 1.4896810
0.4027358 0.2600316 17.2882389 2802.8959112 1.5138812
0.4027468 0.2496327 17.5038353 2802.9958696 1.6231424
0.4027564 0.2310361 17.9600328 2801.5759935 1.5417852
0.4027591 0.2606656 17.4911267 2802.3545851 1.5282543
0.4027693 0.2450271 17.5453701 2801.3745054 1.4715068
0.4027709 0.2383108 17.9700626 2800.7400736 1.4864553
0.4027719 0.2369608 17.8425648 2802.0383719 1.5987852
0.4027760 0.2575171 17.5490957 2802.9688784 1.6292095
0.4027866 0.2694135 17.5232815 2802.7425856 1.4601821
0.4027884 0.2295515 17.8920044 2801.4349859 1.4957990
0.4027934 0.2340038 17.7018798 2802.9978252 1.6018244
0.4027964 0.2629805 17.5623795 2801.8428995 1.4575504
0.4028125 0.2622469 17.6177067 2802.6287281 1.5902547
0.4028162 0.2432511 17.7232564 2801.3272563 1.5140085
0.4028229 0.2248729 17.9841130 2801.7362794 1.5043191
0.4028286 0.2450888 17.2045289 2802.2437977 1.4589318
0.4028377 0.2693763 17.7417364 2802.2236148 1.4649354
0.4028435 0.2338160 17.9721016 2802.2531797 1.6332412
0.4028537 0.2401097 17.7834981 2801.0331472 1.4835220
0.4028643 0.2552567 17.7151586 2801.5315449 1.5266364
0.4028650 0.2370462 17.3547122 2802.1717082 1.4638432
0.4028686 0.2392690 17.7761890 2801.2445107 1.5058141
0.4028689 0.2458789 17.7304172 2801.3022707 1.5172921
0.4028703 0.2448791 17.1465880 2802.7561203 1.4755470
0.4028753 0.2579406 17.4565295 2802.6503994 1.5670209
0.4028779 0.2405729 17.9543005 2801.4184172 1.5839198
0.4028793 0.2336506 17.9942094 2801.6507077 1.5810567
0.4028811 0.2451405 17.9345899 2800.9636938 1.5257379
