# seed: 1784072509930166400
# N: 155.000
# minAmplitude: 0.39346551790654827
# maxAmplitude: 0.9799644172240405
# minSigma: 14.00159463688906
# maxSigma: 17.99982585777346
# minX0: 2794.9065034965315
# maxX0: 2808.6726248433984
# minAlpha: 1.456025085302605
# maxAlpha: 1.6559861236560194
# chi2 amplitude sigma x0 alpha
0.5389806 0.6104129 14.9462137 2802.3401061 1.6183022
0.5396849 0.6010845 16.4027546 2799.8451911 1.5652266
0.5430431 0.5637744 17.8612878 2803.0495436 1.5223549
0.5441710 0.5748321 17.5571885 2801.3722536 1.5747768
0.5450348 0.5681336 17.2872966 2800.0810353 1.5481533
0.5466073 0.7011117 15.7470902 2802.0457344 1.5704000
0.5467271 0.6422799 15.5586046 2803.5364806 1.5905686
0.5469173 0.6484763 17.8219428 2800.9367470 1.4583464
0.5472628 0.6885887 16.2752020 2801.2243890 1.5466272
0.5474143 0.6035222 17.0780817 2803.3458400 1.4988189
0.5513265 0.5819080 16.1692714 2800.8700065 1.5133235
0.5516812 0.5631606 16.7872265 2801.0161895 1.4902863
0.5522201 0.5935312 16.3507399 2802.1357084 1.4933539
0.5522201 0.6895518 16.3673438 2801.8405134 1.5000898
0.5525260 0.5560216 17.9025897 2802.9547586 1.5029731
0.5538317 0.5386028 16.5370528 2801.8380782 1.6037636
0.5559440 0.5366843 17.3854109 2802.3463387 1.5145553
0.5570786 0.5868075 17.4579730 2799.9930800 1.5368080
0.5606471 0.6056348 15.7320631 2800.7963442 1.6278715
0.5608554 0.6252444 17.6994650 2802.2439146 1.5246169
0.5614729 0.6610767 15.2341207 2800.4358838 1.5948467
0.5635809 0.6717425 16.4417925 2802.4697948 1.4920693
0.5645216 0.6363897 16.7680403 2799.7930504 1.5030460
0.5655108 0.6217360 16.9719555 2803.4749725 1.5122088
0.5659330 0.6308902 16.4691604 2803.2916875 1.5904317
0.5663814 0.6732589 14.9655381 2802.3207074 1.6205846
0.5673490 0.5601295 16.4243716 2801.3966664 1.5127555
0.5677583 0.6014044 15.4386422 2800.3917985 1.5780963
0.5683876 0.5341141 17.0544654 2801.2772234 1.5238983
0.5690068 0.6891219 16.0453807 2802.0983929 1.5748138
0.5694724 0.6377942 17.0461172 2800.0297707 1.5253734
0.5695990 0.5427123 16.9187124 2801.7002132 1.5091454
0.5715645 0.6066136 16.4834251 2803.7787114 1.5738690
0.5745082 0.6564007 16.1636872 2800.2498986 1.5741858
0.5745999 0.6283606 16.5817966 2800.9929772 1.6002668
0.5767022 0.5983759 14.9181896 2801.8979987 1.6139247
0.5770060 0.6336947 16.3577245 2803.4693619 1.5260952
0.5774890 0.6212837 17.1901361 2799.9260326 1.5305152
0.5785745 0.5566763 17.3600179 2802.5762151 1.5871930
0.5794710 0.5450362 16.0167009 2801.4365311 1.5696316
0.5813711 0.5717298 17.7357696 2800.3370518 1.5430133
0.5818756 0.6389938 16.9781747 2800.4982012 1.5549504
0.5823221 0.6026973 17.4919581 2799.6422016 1.4892213
0.5829186 0.6437269 17.8166787 2800.4065579 1.4591584
0.5832147 0.5952133 15.9979015 2800.1903741 1.5355399
0.5837326 0.5839495 16.8259830 2802.0184120 1.6160662
0.5858675 0.5725923 15.9597844 2803.4166655 1.5857057
0.5865467 0.6095930 15.7967261 2800.2433705 1.5375531
0.5874359 0.6527379 17.0435745 2800.2654918 1.5182237
0.5881106 0.5696788 17.6644305 2799.8134311 1.4933185
0.5893130 0.5941109 17.7789181 2802.6894931 1.5472516
0.5904881 0.6738499 14.6738834 2801.2027780 1.6066812
0.5913268 0.5627788 17.0669123 2800.0406850 1.5595427
0.5918882 0.5374451 16.7916812 2801.5933862 1.5244168
0.5925228 0.6045001 16.6062935 2801.3123983 1.6170318
0.5948245 0.6329675 15.4822866 2803.5984707 1.5811333
0.5948796 0.5900356 16.7765926 2802.6219833 1.4798939
0.5952660 0.6276129 16.3646831 2803.3412646 1.5991482
0.5954802 0.5832042 15.1964694 2802.6567209 1.6044815
0.5963499 0.6063626 17.8466621 2800.0435428 1.5034347
0.5977148 0.6991755 15.9716816 2802.3161012 1.5589033
0.5979913 0.5958286 15.8164919 2803.5697071 1.5706121
0.5982318 0.6604296 14.9173392 2801.4473815 1.6277723
0.5984195 0.6889340 15.9629652 2802.9047779 1.5541891
0.5990269 0.6346353 15.7563207 2801.7349781 1.5051219
0.6001958 0.6711799 17.2579237 2801.9538565 1.4760982
0.6015908 0.6876659 16.2339893 2801.0531921 1.5577997
0.6036714 0.6063730 17.8681905 2800.5952405 1.5254088
0.6042659 0.6175024 16.5487357 2801.5078850 1.4591340
0.6050306 0.6469372 17.0188505 2802.6792941 1.4613460
0.6086632 0.6740709 16.5105677 2802.9488642 1.5356925
0.6094020 0.5662078 16.8464403 2799.9773991 1.5184881
0.6105369 0.5522161 16.8401356 2800.6201819 1.5959058
0.6120300 0.6587021 16.8685970 2800.8422152 1.5506900
0.6127762 0.5340977 16.2699206 2801.7797917 1.5709419
0.6129127 0.5463980 16.2684603 2801.0332476 1.5472284
0.6145647 0.5410832 16.8631014 2800.6447305 1.5300253
0.6146847 0.5956274 17.9030322 2800.4767606 1.5297242
0.6150485 0.6370438 16.0345788 2802.9461365 1.5116413
0.6162077 0.6482512 14.5747433 2801.4243735 1.6062433
0.6170750 0.6433881 15.8356349 2799.8678666 1.5617204
0.6194551 0.5962868 16.9638354 2803.4828570 1.5831261
