# seed: 1783952833223507600
# N: 155.000
# minAmplitude: 0.3896323237361039
# maxAmplitude: 0.9751022407753198
# minSigma: 14.000132416347462
# maxSigma: 17.999881274274077
# minX0: 2794.649320952877
# maxX0: 2808.898012409254
# minAlpha: 1.4560053957759715
# maxAlpha: 1.6559925023245559
# chi2 amplitude sigma x0 alpha
1.9729507 0.6295354 15.6987730 2799.7175168 1.4703033
1.9745131 0.6536237 15.1220689 2805.0104670 1.6063671
1.9745541 0.7395145 16.4934915 2799.5386728 1.5329019
1.9745988 0.7363471 14.9374631 2799.3195703 1.5951818
1.9747701 0.6119961 15.1862902 2799.1574076 1.5518990
1.9749582 0.7633581 14.8906770 2799.8034438 1.5516462
1.9749919 0.7268297 14.5708515 2800.9034681 1.5240180
1.9750507 0.6021589 17.9623696 2800.9268075 1.6281940
1.9755306 0.5387939 16.0595874 2801.7121201 1.4884312
1.9763353 0.6323691 14.7489307 2799.4792683 1.5666771
1.9764225 0.7554428 14.6524634 2803.4522202 1.6290275
1.9772677 0.6480935 17.8470121 2804.7912174 1.5450949
1.9779266 0.7470242 16.0093145 2799.6540746 1.4586463
1.9780343 0.6713853 17.4404751 2801.4723054 1.6002674
1.9783239 0.7084751 15.4978505 2800.3758036 1.6534060
1.9787690 0.4769388 16.6751105 2800.7922176 1.5819313
1.9798486 0.6851206 16.1051165 2805.0281541 1.5976575
1.9800923 0.6174219 17.3704956 2798.2423275 1.5755829
1.9802106 0.7556244 14.4700189 2800.5083841 1.6383047
1.9803649 0.6143250 15.4785320 2804.9244077 1.5647158
1.9807026 0.6839243 17.2524025 2804.6099710 1.4700744
1.9813552 0.5546354 14.9514474 2799.9321293 1.6346989
1.9830035 0.7857580 15.6103870 2802.7812075 1.5611101
1.9831188 0.7488502 15.0648514 2803.7840945 1.5415201
1.9834187 0.5785282 17.7311735 2798.3113115 1.5846592
1.9836819 0.6170709 17.3254669 2801.4333746 1.6538142
1.9847098 0.7525355 16.1820762 2800.0330973 1.5579232
1.9850844 0.5118837 15.8712635 2800.0759150 1.6445444
1.9852695 0.7275205 17.3531716 2803.4360733 1.4768539
1.9861515 0.5543731 17.9362795 2805.1265784 1.4807570
1.9865148 0.6115309 15.5695182 2802.7336183 1.4854172
1.9867781 0.7861863 15.1407569 2802.8947943 1.5335693
1.9874780 0.7422898 16.2200475 2801.0470105 1.5954101
1.9878579 0.4857477 17.8066075 2799.5559853 1.5797473
1.9878631 0.7296326 14.8322139 2802.9956870 1.5226379
1.9880969 0.5056719 17.5192270 2798.8171489 1.5467594
1.9884974 0.7074859 17.5183572 2802.2557334 1.5446486
1.9890478 0.4816167 17.4584968 2803.2503395 1.6283021
1.9893105 0.6594684 15.4638252 2799.3885184 1.4918142
1.9905201 0.6654661 15.8439361 2798.7050995 1.4943226
1.9906685 0.7416617 14.6342134 2800.2267106 1.6419446
1.9908301 0.7648712 14.3221130 2801.4964486 1.5430887
1.9914927 0.6819466 16.2071212 2804.9964225 1.6009417
1.9916215 0.6715179 15.0091408 2798.9847254 1.5595954
1.9919517 0.5607168 16.3098809 2800.0848877 1.4572861
1.9922550 0.6168815 15.1267044 2799.1308348 1.6500052
1.9924318 0.5408050 15.7202918 2803.9840834 1.5562473
1.9928146 0.6215226 15.9569121 2798.5909842 1.5047206
1.9930172 0.4914758 16.7168249 2803.1981491 1.5397792
1.9932659 0.6841688 16.2678741 2798.3203442 1.5463472
1.9938838 0.5174791 15.4644404 2802.7680472 1.5682068
1.9948096 0.5002944 17.7409899 2804.4953952 1.6005859
1.9953426 0.6740990 17.3047386 2798.1518106 1.4976623
1.9954922 0.6817891 16.0225358 2805.2139217 1.5861781
1.9955381 0.6418562 16.3386463 2798.9578832 1.6370652
1.9968671 0.6031599 15.8124142 2798.5755201 1.6324187
1.9970898 0.6472676 16.5304891 2805.4928149 1.5523647
1.9979300 0.6054230 16.3184987 2805.5026583 1.6103999
1.9982139 0.5286445 15.3496029 2800.0432768 1.6382073
1.9984112 0.5846642 16.9952063 2805.3589690 1.6167750
1.9985618 0.5548913 17.6540675 2797.9963866 1.4667411
1.9986249 0.7282444 17.6053254 2802.1304027 1.4944018
1.9989633 0.7645031 16.3066103 2799.8529744 1.4753960
1.9991294 0.7520420 16.0029903 2799.3582871 1.5146196
1.9996983 0.7576191 16.2178196 2803.1721530 1.5598701
2.0005213 0.7317970 16.2716726 2803.0551370 1.6027515
2.0007302 0.6250328 15.2784861 2805.0147990 1.5819886
2.0007855 0.6856231 14.5103860 2800.9516334 1.5285900
2.0008249 0.7033418 17.3572200 2799.9970532 1.5464806
2.0014792 0.8112599 14.3471447 2802.4212721 1.5896311
2.0018601 0.6505891 17.7720063 2799.5068251 1.5743322
2.0026930 0.6556723 14.9071990 2804.8032377 1.6163598
2.0034439 0.7549096 15.5703228 2799.9986027 1.5976211
2.0036903 0.6317101 15.8675123 2804.6846574 1.6481340
2.0040586 0.6532837 17.4162515 2798.2158413 1.5357997
2.0041581 0.6320365 16.0112519 2798.1417736 1.5597655
2.0043871 0.6566435 17.4721880 2805.0292712 1.5502760
2.0047951 0.7226913 17.0127532 2799.6799819 1.5327558
2.0051426 0.7063937 17.1614466 2803.3692209 1.5651453
2.0054335 0.8047266 15.1149467 2801.2035127 1.5667519
2.0094980 0.6524000 17.2370117 2798.4856914 1.5668156
2.0101109 0.6943842 15.7468604 2802.8106609 1.4585754
2.0104994 0.7814557 16.1580129 2800.9858710 1.4658812
2.0107618 0.5403032 16.3809147 2804.1328743 1.5197156
2.0120893 0.4961560 15.7137620 2801.7450566 1.6449467
2.0126540 0.6049306 17.0181169 2804.8868681 1.4760692
2.0130158 0.6044638 17.6832632 2804.6572609 1.6127462
2.0133719 0.4934627 16.3137505 2800.0065286 1.6104475
2.0144420 0.4916661 17.1441915 2803.2454270 1.6488133
2.0144882 0.5611539 17.8537650 2805.3170792 1.5936659
2.0151092 0.6363353 14.4182364 2801.7751419 1.5442539
2.0160095 0.6557302 17.2201190 2801.4815143 1.6316398
2.0164882 0.7390182 17.4655809 2799.9025687 1.4570927
2.0167830 0.7851440 14.9928640 2800.7005636 1.6062980
2.0180431 0.5725764 15.1101155 2799.4350586 1.6458052
2.0184964 0.6285614 17.9025093 2801.1284125 1.6140937
2.0188465 0.7678928 15.4089087 2803.8650319 1.5639424
2.0193553 0.7506446 16.4617633 2799.4408513 1.4963794
2.0194480 0.6354779 14.4940464 2799.4867190 1.6331532
2.0198934 0.7109165 17.7486830 2800.4975896 1.5102943
2.0202932 0.5765951 17.7017865 2797.7860444 1.5405702
2.0208269 0.6168165 15.7331100 2798.4998315 1.6267910
2.0211686 0.6516108 14.8828531 2804.6662875 1.6270034
2.0211944 0.7221481 14.9435922 2799.6358234 1.5255409
2.0213759 0.5818898 14.1669350 2801.5090192 1.6301388
2.0215578 0.7897986 14.6988791 2802.1887957 1.6234294
2.0215634 0.6382691 17.9403944 2800.3871344 1.5948701
2.0218950 0.5773955 15.8764489 2805.0651751 1.6297011
2.0239173 0.7127699 15.0752448 2804.5623592 1.6196660
2.0239230 0.6242480 15.2713397 2803.8265366 1.5258430
2.0246039 0.6418391 17.1368543 2805.4434524 1.5666150
2.0249318 0.4952629 16.5397173 2803.6529341 1.6373319
2.0270807 0.5653165 14.7127722 2800.0524402 1.6334968
2.0283742 0.4702067 17.7486961 2801.0599065 1.6148142
2.0288089 0.4764393 16.7533926 2801.2236036 1.5513821
2.0290664 0.6002496 15.5016504 2803.4642713 1.5101732
2.0299467 0.5601614 16.5205080 2803.2504061 1.4631193
2.0301281 0.7673205 16.8865878 2801.5478332 1.4731081
2.0306796 0.4938552 15.9348627 2802.4894728 1.6472500
2.0316521 0.6465702 16.1360876 2804.8433649 1.6373688
2.0325822 0.6042673 15.3787869 2804.1214885 1.5360477
2.0334665 0.6882579 16.7231892 2804.4527334 1.4702676
2.0351589 0.6710436 17.3738597 2802.7312304 1.6062033
2.0359537 0.5748957 15.9768013 2798.4055320 1.5757595
2.0369149 0.5727850 17.6173391 2798.3628046 1.5984124
2.0372033 0.5661180 17.7882978 2805.6614030 1.5386095
2.0372416 0.5324785 14.9742397 2801.1957128 1.5799612
2.0376437 0.5835271 17.7453396 2798.5430904 1.5992708
2.0378147 0.5313561 17.3748667 2798.3884933 1.4977951
2.0381518 0.6088538 16.6736447 2804.7742932 1.6446451
2.0384232 0.5961529 17.3515925 2805.5789644 1.5160647
2.0386478 0.4697298 17.5039533 2800.4414821 1.5789152
2.0390610 0.8028017 14.5082491 2801.4766895 1.6141148
2.0391342 0.5260815 17.0964980 2799.5326901 1.6558228
2.0391403 0.7683860 16.3696148 2800.1005147 1.5013682
2.0391933 0.6397756 14.8027289 2800.0029204 1.5327469
2.0399404 0.5910822 17.1847139 2797.7210907 1.5074493
2.0400369 0.7858751 15.5378142 2801.1254145 1.4858704
2.0400758 0.6983297 17.5349975 2804.3307065 1.4624830
2.0412801 0.7005428 15.5726412 2799.1560925 1.6267498
2.0414276 0.7361040 14.5700277 2800.5016247 1.5288862
2.0415895 0.7590207 16.0459321 2800.6094355 1.5797770
2.0419778 0.7388027 15.7128000 2804.3876709 1.5859991
2.0422682 0.6935960 16.0755848 2799.3764752 1.6249773
2.0424244 0.5890632 14.2696555 2801.4473241 1.5822424
2.0427389 0.6564350 14.0770426 2799.9960020 1.6139209
2.0432067 0.5325056 17.8618439 2805.3780679 1.5687307
2.0439266 0.6173386 16.9723524 2798.7014361 1.6222392
2.0439775 0.5256251 17.8229205 2798.2726925 1.5565440
2.0442339 0.5701711 17.6960414 2805.3096480 1.6030607
2.0446376 0.5282096 16.1487328 2799.0662534 1.5675264
2.0451266 0.6880569 17.6343784 2803.7967666 1.5453694
2.0454358 0.6735282 17.6662544 2799.6534260 1.5601990
2.0469273 0.6240822 16.9946052 2804.4894533 1.6373870
2.0474307 0.7039013 15.8491006 2799.3696308 1.6244487
2.0484263 0.7233494 17.5992184 2803.2714751 1.4821279
2.0501754 0.5170219 17.7113690 2803.9043947 1.4611854
2.0501888 0.7192411 17.9781888 2801.4400226 1.4816668
2.0502530 0.7637250 16.5415205 2802.9438631 1.4859559
2.0504476 0.5562397 16.3936642 2805.1326866 1.5556916
2.0513948 0.5277473 15.0696001 2803.2041311 1.6260396
2.0527378 0.6146174 16.4997869 2798.3954705 1.4639488
2.0540632 0.6009308 16.3531412 2804.7901670 1.5067496
2.0541820 0.6420766 15.3011387 2799.4839703 1.5047864
2.0556067 0.5362255 17.3636024 2798.3750948 1.4839957
2.0560855 0.6979924 17.7279662 2799.6316829 1.5179686
2.0570149 0.6363586 16.5256575 2804.3980176 1.6481574
2.0575516 0.6810804 17.7437484 2798.1668351 1.4631688
2.0575697 0.6531583 14.6826370 2804.6645893 1.6075352
2.0578277 0.6351510 14.8813069 2798.9039536 1.6092796
2.0581539 0.5418904 15.9990160 2799.1003871 1.6449896
2.0583869 0.6930920 17.8674041 2803.7699027 1.5124486
2.0584749 0.5208130 17.9516805 2805.1302662 1.5849932
2.0616360 0.7230278 14.4008363 2799.6249546 1.6274884
2.0625102 0.6915537 17.0607790 2798.9466902 1.5550868
2.0626747 0.6953644 16.6244765 2800.5494186 1.6226532
2.0633901 0.6285772 17.6000857 2797.6457345 1.4987964
2.0634773 0.4656748 17.9824028 2801.0918414 1.5155324
2.0643695 0.7110741 14.9092800 2803.5606463 1.5283634
2.0644919 0.7803404 14.1176098 2803.1498640 1.6161316
2.0645549 0.5414256 15.7501242 2799.1220379 1.5775228
2.0653048 0.6766472 14.9631473 2802.7689939 1.5074114
2.0654461 0.6795123 14.9086545 2798.9221102 1.5734122
2.0656846 0.5325394 17.3526067 2798.9705968 1.6341468
2.0657872 0.5620534 15.8328395 2803.7287713 1.5178814
2.0663304 0.5816729 15.1747189 2800.0221427 1.5321279
2.0663856 0.7370501 15.7049620 2800.9900457 1.6348187
2.0664639 0.4878040 15.9824497 2801.1253334 1.5802146
2.0665886 0.7746028 15.3021414 2801.6395612 1.4860092
2.0668030 0.7191263 15.9039524 2799.1968925 1.5990387
2.0670575 0.5967021 14.1847962 2801.0060526 1.5910457
2.0670910 0.7876482 14.1396001 2803.1180306 1.5837948
2.0671754 0.5106835 16.7620040 2803.9440155 1.6531163
2.0674970 0.6258478 15.9539106 2799.3434369 1.4573754
2.0687859 0.5609114 15.4844942 2801.7015032 1.5058916
2.0693672 0.7461829 16.8784231 2799.7223758 1.5001876
2.0694763 0.7157264 16.2816725 2804.0876112 1.4805793
2.0699121 0.6732016 14.9070315 2798.9959430 1.6324889
2.0699777 0.5600456 17.1543414 2805.3299506 1.6198471
2.0705298 0.5245527 16.6524473 2805.0224454 1.5964642
2.0708677 0.5760886 16.8688746 2805.7131216 1.5710046
2.0712095 0.7249776 16.8585845 2803.4464491 1.5634806
2.0712858 0.5548743 14.4457002 2802.1721510 1.6021411
2.0719002 0.5513961 15.4819346 2804.3696821 1.5771479
2.0719072 0.6567721 16.4225816 2798.1005313 1.4897583
2.0725688 0.5432915 16.8661394 2798.6260481 1.6281378
2.0732412 0.8049868 15.2707149 2802.0707080 1.5703048
2.0732554 0.5003542 16.6705725 2799.5041879 1.6257828
2.0735623 0.6075917 17.6887899 2802.3803807 1.6466465
2.0737023 0.4888946 17.6279101 2799.2321812 1.5450738
2.0748332 0.6684334 15.5230347 2799.8600562 1.4656164
2.0752198 0.7560866 15.0986064 2803.9895344 1.6120597
2.0752871 0.8115463 15.0871302 2801.4187740 1.5547043
2.0773567 0.7538199 17.3641244 2801.2186378 1.4641227
2.0774465 0.7563617 14.5181126 2803.8892000 1.5732937
2.0775121 0.5342168 17.6999944 2804.5559410 1.6361261
2.0775520 0.4839783 16.9228779 2799.8712855 1.6069835
2.0778454 0.7449479 15.4836221 2801.2447366 1.6395345
2.0780210 0.5072206 17.0898560 2804.8147036 1.5920669
2.0783243 0.5596809 17.6937983 2804.2279236 1.6454570
2.0786370 0.6867763 17.8049129 2798.6030949 1.4876490
2.0792946 0.4806505 16.2699030 2800.8348133 1.5904706
2.0797286 0.5823511 16.5080920 2805.1266233 1.6397354
2.0798498 0.6749080 17.5174551 2801.5205392 1.5966260
2.0800958 0.5763840 14.5495897 2800.7409246 1.5749253
2.0808988 0.5578682 15.4761637 2799.0547543 1.5868216
2.0812604 0.6077465 14.6047279 2800.5504021 1.5503358
2.0812766 0.6294224 17.0109057 2797.8397292 1.5526270
2.0821836 0.5565362 14.3746471 2801.9052950 1.6114616
2.0822204 0.6377082 17.5530194 2803.0834359 1.6270964
2.0841888 0.7827025 15.2586186 2802.3620504 1.5036888
2.0843527 0.4875652 16.2050580 2802.7627288 1.5657321
2.0855155 0.5384925 17.7500071 2805.3396571 1.5965740
2.0857716 0.7835248 15.9231030 2801.7875166 1.5616724
2.0858930 0.6406061 15.8244598 2798.2835593 1.5358176
2.0869373 0.6030791 15.3021690 2802.8185300 1.5056827
2.0890034 0.7820481 16.2906047 2801.4346958 1.5182020
2.0893834 0.5078117 16.2964262 2799.4200166 1.5729778
2.0895513 0.4637761 17.5501269 2801.4179443 1.6085722
2.0901096 0.7285905 15.1005114 2804.5194357 1.5623485
2.0903226 0.7800720 15.7623890 2802.8513805 1.5734822
2.0904120 0.6828832 17.5871032 2798.5795195 1.5122679
2.0922961 0.5727424 15.8355832 2802.9361503 1.4889712
2.0924280 0.4722527 17.7029817 2803.1244025 1.6173049
2.0924405 0.6975225 17.2432841 2804.6475940 1.5107173
2.0925773 0.7630361 15.4736682 2802.5445984 1.6229754
2.0928112 0.6329924 15.1855572 2804.5124146 1.6481868
2.0931067 0.4733103 16.7171957 2802.3198182 1.5608784
2.0935393 0.7379561 16.7429111 2799.9427623 1.5447433
2.0939714 0.7524318 14.1873975 2800.3934518 1.5635363
2.0945224 0.6649955 17.4060051 2803.0843479 1.6106261
2.0964038 0.6379490 17.3695879 2805.5676027 1.5426711
2.0971424 0.6336618 15.1170320 2804.4169257 1.5509310
2.0971450 0.6728711 17.9217248 2802.7423040 1.5669619
2.0971646 0.5112556 17.9959881 2804.7609552 1.6062945
2.0972015 0.6454932 17.6944190 2805.3581316 1.5225159
2.1003337 0.4919352 16.9869775 2799.4247215 1.6017470
2.1010497 0.7085438 16.9445638 2799.4935838 1.5636597
2.1010589 0.7913904 15.7337095 2802.1244400 1.4937420
2.1018611 0.4971239 15.5342291 2800.9929278 1.6142783
2.1033309 0.7938847 14.8623475 2801.8215824 1.5214100
2.1035271 0.7338631 16.0528427 2799.1041420 1.4649503
2.1041843 0.4842063 15.8636681 2802.1397682 1.6230206
2.1041846 0.5636382 16.4862291 2805.3212487 1.6260430
2.1042622 0.5360111 14.6744349 2801.7725871 1.6015352
2.1057740 0.7458536 15.9686514 2803.6393362 1.5986964
2.1058242 0.5893170 17.9316118 2797.4523665 1.4737366
2.1058775 0.5801947 17.4715143 2799.3151696 1.6440299
2.1059507 0.7303732 16.7874752 2801.2063199 1.5782599
2.1061367 0.7847142 14.0655744 2802.2782792 1.5642034
2.1066774 0.5305235 15.8104042 2799.1709933 1.5943381
2.1069016 0.4721855 16.3898019 2801.6414755 1.6009041
2.1076469 0.4821584 16.9879685 2803.8909430 1.5932455
2.1077578 0.6928596 17.6402739 2799.9306964 1.5456911
2.1084127 0.7602822 14.0089270 2801.2882454 1.6434688
2.1099963 0.6270948 14.5366062 2800.7522726 1.5419092
2.1107467 0.5075578 17.8739549 2804.9855995 1.5471619
2.1108057 0.6304354 15.6193664 2804.8190777 1.6466208
2.1108545 0.7221166 17.3207815 2802.6441069 1.5430188
2.1124610 0.6756255 15.1503133 2798.9151565 1.5396885
2.1125145 0.7475009 16.4414608 2803.6693267 1.4830380
2.1131518 0.7912987 15.5389392 2802.6306179 1.5765936
2.1135131 0.7858411 16.2200414 2802.0661813 1.5097900
2.1137153 0.5663952 16.8301237 2805.3203535 1.6288568
2.1143956 0.8106984 15.1510411 2801.7956728 1.5354474
2.1145639 0.5466546 15.1908445 2799.7755564 1.5798199
2.1148781 0.4780252 17.4502078 2801.4379218 1.6491218
2.1160895 0.6395711 15.0223714 2800.3531332 1.5037911
2.1168015 0.6969584 16.3513621 2805.0858807 1.5735415
2.1170463 0.6421600 17.9973230 2805.2931412 1.5072144
2.1174483 0.7101236 14.4780946 2804.2684082 1.5792421
2.1175718 0.6209206 15.7031574 2798.7741540 1.5092399
2.1184458 0.7771971 14.9640467 2803.7863176 1.5618756
2.1190818 0.6721312 16.4014972 2798.0780294 1.5497084
2.1194511 0.7891726 15.0065051 2803.5560911 1.5679899
2.1199704 0.7119715 15.8418220 2804.1921589 1.6274894
2.1204655 0.7931324 14.4651919 2802.2767244 1.5445275
2.1210915 0.5080242 16.2504942 2803.2491560 1.5326066
2.1216971 0.6112508 14.5887231 2801.6325457 1.5388339
2.1217068 0.5065554 16.6615304 2799.2974118 1.6303467
2.1226273 0.6866591 14.7216447 2801.0936784 1.5082032
2.1234033 0.5940749 17.3881151 2798.0165229 1.5854538
2.1235280 0.6802306 16.3913003 2805.2614870 1.5367986
2.1238350 0.5193562 17.1889664 2798.4850772 1.5822608
2.1254401 0.6930481 14.9997206 2804.1282748 1.6476183
2.1261982 0.5172384 16.1722823 2804.5353954 1.5877350
2.1264571 0.7248363 17.8211150 2800.0601380 1.4741923
2.1267071 0.5530551 16.0030276 2800.4109173 1.4783003
2.1268389 0.5849002 17.9836934 2799.6956582 1.6287440
2.1268732 0.7754696 16.0019429 2800.7268136 1.5623227
2.1270245 0.6417975 15.3692562 2799.1072057 1.5122659
2.1270401 0.7383910 14.1018791 2800.4090761 1.6437864
2.1273567 0.6700078 15.7157832 2798.2614879 1.5570788
2.1274355 0.8102232 15.0832969 2801.9846324 1.5821613
2.1282427 0.5756117 15.0622075 2799.1665624 1.6250950
2.1285226 0.7586591 14.4789898 2800.0986058 1.5505085
2.1288274 0.5064722 15.9141427 2803.4462336 1.6492614
2.1301446 0.5454357 16.4888692 2798.9424778 1.6527829
2.1312205 0.6226588 16.0793943 2805.3408306 1.6291706
2.1312446 0.5381352 17.4040201 2798.5716393 1.6197160
2.1328132 0.6712435 17.3984928 2802.1657128 1.6120875
2.1333863 0.5649550 17.3033274 2805.7207472 1.5901135
2.1334250 0.6753812 14.5998677 2803.7765668 1.6515943
2.1339316 0.5855563 17.8233113 2798.5389105 1.6015926
2.1339696 0.6566670 16.2135913 2798.3709394 1.6089906
2.1347640 0.6932567 14.6848623 2804.6430912 1.6181708
2.1376203 0.7251771 16.7325675 2798.7507604 1.5046050
2.1380124 0.6918215 14.6664199 2799.6767644 1.5401987
2.1386853 0.7398616 14.1558254 2800.4406237 1.5599626
2.1387400 0.5917006 15.0627776 2798.9623773 1.6241988
2.1391283 0.7509167 15.1046321 2804.4460948 1.5914385
2.1408550 0.5878255 17.6927897 2805.6810481 1.5796160
2.1410177 0.5065209 17.5127924 2804.4632381 1.5127069
2.1410251 0.5570422 17.9351470 2797.6812471 1.4605270
2.1422990 0.6841048 15.8586618 2805.2782841 1.5590697
2.1424610 0.6362378 17.3513055 2797.8652870 1.5449406
2.1428257 0.7956896 15.8031194 2801.9380637 1.4943084
2.1428731 0.6080245 17.7683790 2800.7746774 1.6414739
2.1431398 0.4776147 17.1677550 2802.2118562 1.6530269
2.1439190 0.5241180 15.9828684 2803.7693024 1.5433192
2.1441754 0.4822470 17.9190252 2800.0048383 1.4726612
2.1450065 0.4797704 16.2710361 2801.4782550 1.6444912
2.1453736 0.6856857 17.4442844 2804.8663971 1.5052332
2.1455898 0.8156990 15.0654213 2801.4993795 1.5507414
2.1461536 0.5112157 17.9346855 2803.5240314 1.6518260
2.1472657 0.5842431 14.2697191 2803.1020256 1.6032880
2.1480808 0.5122946 16.8976366 2804.6710466 1.5494541
2.1481075 0.6464349 17.4911729 2803.3267874 1.6236207
2.1481547 0.6435850 17.2519918 2798.9325743 1.6051546
2.1491187 0.7353028 17.0293990 2803.4183023 1.5305634
2.1497506 0.5280107 16.8988997 2803.1072554 1.4612858
2.1499058 0.7010599 16.8933959 2800.4403566 1.6027593
2.1500345 0.7305681 15.5902604 2798.9910997 1.5070372
2.1501759 0.5676376 16.7817524 2805.7177626 1.5926598
2.1504297 0.8148029 14.5224887 2802.6175653 1.5687494
2.1513907 0.5677972 14.3536973 2802.9210073 1.6118613
2.1518811 0.5756526 17.9727552 2799.5838185 1.6329788
2.1524952 0.7615483 14.6069444 2801.3466049 1.6510180
2.1529275 0.6954710 17.5192703 2801.8599100 1.5751244
2.1536674 0.5113200 16.4028017 2804.5518327 1.5796624
2.1556653 0.5499624 17.2216715 2797.9659920 1.5104089
2.1557946 0.6636788 16.8607069 2799.1183919 1.6139911
2.1561545 0.7308153 16.7704666 2804.2146904 1.5140129
2.1563211 0.6363141 17.3781136 2799.3787974 1.6185260
2.1564600 0.6279186 14.4137284 2800.7919600 1.5497143
2.1565405 0.4798901 17.9677019 2800.2279507 1.6224809
2.1583960 0.4702278 17.9315398 2800.1568732 1.5925731
2.1593030 0.5542017 16.1376897 2805.1777301 1.6248201
2.1612939 0.6462759 17.9557344 2797.8536040 1.4990741
2.1614260 0.5747997 16.1480481 2798.8694112 1.4937450
2.1619108 0.6565080 16.2920401 2805.6085566 1.5623871
2.1620594 0.5099114 16.3444093 2799.1585534 1.6089879
2.1624497 0.7709068 14.3827637 2803.0883630 1.6342418
2.1624921 0.5345471 14.9125115 2800.3857017 1.6076409
2.1633546 0.7814589 15.1254704 2799.7962783 1.5697433
2.1645723 0.5808882 16.1262155 2805.5012971 1.6157933
2.1650858 0.4846132 16.5975358 2799.9197331 1.6101594
2.1663090 0.6164919 14.2322792 2799.9470832 1.6119287
2.1663197 0.7228789 14.4563139 2799.6053531 1.6371777
2.1664359 0.7330632 16.9856237 2799.8115264 1.5344443
2.1665931 0.6595129 16.9516110 2797.7812137 1.4745578
2.1668613 0.6485467 17.5945978 2801.6875543 1.6242338
2.1670573 0.7668957 15.5947863 2803.4357426 1.5080002
2.1673603 0.5445253 14.9873047 2800.6638921 1.5652290
2.1678094 0.7345500 16.7292838 2799.3582509 1.5348624
2.1680109 0.7200297 15.4271324 2804.7861812 1.6095413
2.1687975 0.7419126 16.8237794 2801.5308865 1.5630599
2.1697919 0.4821562 15.9696557 2801.1215101 1.5978067
2.1701208 0.5681431 17.8572247 2803.5164159 1.6541613
2.1701280 0.5305880 17.8691479 2804.1837215 1.6464712
2.1709257 0.5733322 17.2602004 2805.7778402 1.5927208
2.1713437 0.5035458 17.8397003 2798.8509306 1.5966430
2.1723670 0.5745257 17.9473001 2804.7630906 1.6226191
2.1726215 0.4810885 16.1456873 2800.7411608 1.5976579
2.1736293 0.6938207 17.2345935 2803.0568577 1.5936355
2.1741352 0.4788755 17.8459891 2800.1392350 1.4810562
2.1753310 0.5762609 15.5446432 2798.5958339 1.5959917
2.1755335 0.7975364 15.1902826 2800.2549002 1.5552100
2.1763128 0.7154810 15.9394236 2803.4244898 1.6396341
2.1763486 0.6154734 17.0215828 2804.9779523 1.6333878
2.1764078 0.5863891 16.4483574 2797.9928024 1.5985614
2.1764503 0.7890113 15.8534496 2800.5060134 1.5391663
2.1767522 0.8031886 14.5727367 2800.8414175 1.6110250
2.1769343 0.7185022 16.8679644 2804.1603613 1.5586478
2.1771547 0.8202412 14.6281624 2802.0245005 1.5580644
2.1774343 0.6084886 16.3343972 2804.4901352 1.4860166
2.1779960 0.4949233 16.9794319 2799.2237534 1.5548194
2.1786656 0.5982191 17.0477210 2797.7637336 1.4732620
2.1791561 0.7825914 14.5922228 2801.9623405 1.5267854
2.1806899 0.5727314 15.5210254 2802.8213675 1.5049097
2.1820935 0.5862868 15.2747210 2804.9462748 1.6193274
2.1823333 0.6164219 17.9471732 2797.5422448 1.5062146
2.1824115 0.7330363 16.5919174 2798.7396178 1.4913829
2.1826682 0.6736091 17.8761198 2804.3172463 1.5423040
2.1829300 0.6301237 17.1519490 2805.6949687 1.5773414
2.1835975 0.7793354 14.8045872 2801.3657938 1.5106521
2.1845878 0.7464210 17.3464374 2800.2403257 1.4834905
2.1851822 0.5726039 17.2425507 2804.6710003 1.4589607
2.1855606 0.7083674 17.0203491 2803.8526000 1.5757631
2.1858856 0.4681515 17.7729046 2803.5566696 1.5763413
2.1861900 0.6376222 14.1774695 2803.7990913 1.5964804
2.1870162 0.4738421 16.3987580 2801.0067307 1.6226031
2.1880966 0.7428845 16.2907641 2804.0966840 1.5657461
2.1881398 0.7221518 15.8369080 2804.6328910 1.6053133
2.1882712 0.7419210 15.2561514 2802.4881564 1.6519788
2.1886316 0.7550957 15.6767216 2799.6765344 1.5925313
2.1897548 0.5901785 17.6838865 2805.5335442 1.5960790
2.1900187 0.5090714 17.2085093 2804.3886924 1.6437822
2.1900496 0.6878777 16.0125964 2804.9840787 1.6173689
2.1906258 0.7232678 14.6990584 2800.3765608 1.5144644
2.1924231 0.7278401 14.3695335 2799.8283886 1.6432216
2.1937452 0.7560660 14.7414837 2799.7931519 1.6274757
2.1950294 0.6565323 15.4237634 2804.8256843 1.6429547
2.1955085 0.6432170 17.8021659 2803.7255744 1.6047490
2.1962004 0.6742684 15.8055020 2799.1887862 1.6503597
2.1964720 0.5440426 16.0703660 2798.5695868 1.5926816
2.1967177 0.6525343 17.2435882 2801.3920510 1.6411132
2.1968352 0.6817233 16.4764980 2798.0641097 1.5417982
2.1979301 0.5353451 14.7551398 2802.9000845 1.6048758
2.1979682 0.7257854 16.1350709 2801.8570873 1.6344676
2.1979967 0.5001898 17.9065959 2798.8005587 1.4832194
2.1980550 0.4718150 16.7559186 2801.5425661 1.5482313
2.1982428 0.6737270 15.4437740 2803.0410137 1.4788101
2.1986883 0.7093876 16.8355705 2802.0762857 1.6101377
2.1990465 0.6360799 17.7961159 2799.8467524 1.6072835
2.2005118 0.7893511 14.5768341 2803.1181521 1.6224484
