1.443567420925490524e+03 2.637424087524410140e-16
1.443899511713610309e+03 1.632377433776860053e-16
1.444231678898782093e+03 2.086005592346189975e-16
1.444564715534145307e+03 2.704540824890140186e-16
1.444897035748579128e+03 2.822004127502439897e-16
1.445230225813765855e+03 2.198123741149899988e-16
1.445562699127968244e+03 1.623332405090330099e-16
1.445896042693656000e+03 2.399440383911129796e-16
1.446228669178155997e+03 2.665928268432619988e-16
1.446561372182940659e+03 1.610181045532230031e-16
1.446894946040432615e+03 2.405094718933110233e-16
1.447227802321331865e+03 3.297619247436520132e-16
1.447561529856141078e+03 2.468650436401369797e-16
1.447894539483771496e+03 1.460867023468020047e-16
1.448228420766696900e+03 1.739127540588380061e-16
1.448561583811709397e+03 2.391893196105959933e-16
1.448894823500436360e+03 2.584307861328129840e-16
1.449228935446647711e+03 3.185799217224120216e-16
1.449562328658744036e+03 3.479870223999019861e-16
1.449896594530172706e+03 2.399408340454099770e-16
1.450230141336365023e+03 2.735708427429199756e-16
1.450564561203919766e+03 2.854726028442380012e-16
1.450898261674964942e+03 2.229309272766109963e-16
1.451232835609595895e+03 2.024000549316409972e-16
1.451566689816289227e+03 2.657768249511720062e-16
1.451900620825706710e+03 2.572788429260249955e-16
1.452235425902143788e+03 2.606084442138670177e-16
1.452569510753416807e+03 2.990805244445800214e-16
1.452904470074391838e+03 2.800736045837400159e-16
1.453238708838398907e+03 2.357328033447270237e-16
1.453573822474976396e+03 2.255557250976559920e-16
1.453908215222625586e+03 1.800278854370120055e-16
1.454242684896884839e+03 2.552244949340820067e-16
1.454578030048119899e+03 3.091925048828129807e-16
1.454912653812400094e+03 3.215692520141599977e-16
1.455248153456991076e+03 2.891487884521480091e-16
1.455582931382280321e+03 2.709493255615229939e-16
1.455918585591398141e+03 2.788802909851070205e-16
1.456253517748719560e+03 2.634183883666989874e-16
1.456588526956744545e+03 2.445953750610350214e-16
1.456924413053978469e+03 2.450663375854489943e-16
1.457259576600584296e+03 1.895238876342770055e-16
1.457595617440387059e+03 2.416011810302730063e-16
