#Wavelenght Flux
   1743.962 1.7649118423e+00 
   1744.363 1.9481430054e+00 
   1744.765 1.9218484879e+00 
   1745.167 1.8985960007e+00 
   1745.569 1.8895086288e+00 
   1745.971 1.7423978806e+00 
   1746.373 1.7220697403e+00 
   1746.775 1.6647207260e+00 
   1747.177 1.9044166565e+00 
   1747.580 1.6958553314e+00 
   1747.982 1.7768115997e+00 
   1748.385 1.8393115997e+00 
   1748.787 1.8598655701e+00 
   1749.190 1.9288452148e+00 
   1749.593 1.8550992966e+00 
   1749.995 2.0319141388e+00 
   1750.399 2.2544929504e+00 
   1750.802 1.9470273972e+00 
   1751.205 1.6881816864e+00 
   1751.608 1.7916137695e+00 
   1752.012 1.5744379044e+00 
   1752.415 1.6871694565e+00 
   1752.818 2.0707338333e+00 
   1753.222 1.8926446915e+00 
   1753.626 1.9047348022e+00 
   1754.030 2.0328172684e+00 
   1754.434 1.8452951431e+00 
   1754.838 1.8897430420e+00 
   1755.242 1.9725091934e+00 
   1755.646 1.8549150467e+00 
   1756.051 1.7293506622e+00 
   1756.455 1.7552135468e+00 
   1756.860 1.8417081833e+00 
   1757.264 1.8529012680e+00 
   1757.669 1.8454963684e+00 
   1758.073 1.7822788239e+00 
   1758.478 1.7332315445e+00 
   1758.883 2.2878986359e+00 
   1759.288 2.1248079300e+00 
   1759.694 1.8053478241e+00 
   1760.098 1.8707530975e+00 
   1760.504 1.5524607658e+00 
   1760.909 1.7678911209e+00 
   1761.314 1.8313192368e+00 
   1761.720 1.8256315231e+00 
   1762.126 1.7917720795e+00 
   1762.532 1.8327133179e+00 
   1762.938 1.8098423004e+00 
   1763.344 1.7084573746e+00 
   1763.750 1.6595108032e+00 
   1764.155 1.6388940811e+00 
   1764.562 1.6675397873e+00 
   1764.968 1.7918008804e+00 
   1765.375 2.0650541306e+00 
   1765.781 2.1606012344e+00 
   1766.189 1.7786609650e+00 
   1766.595 1.6998794556e+00 
   1767.002 1.8440296173e+00 
   1767.409 1.8978391647e+00 
   1767.815 2.0432743073e+00 
   1768.223 1.8758361816e+00 
   1768.630 1.7399475098e+00 
   1769.038 1.8862466812e+00 
   1769.445 1.9611993790e+00 
   1769.853 1.7920293808e+00 
   1770.260 1.9484945297e+00 
   1770.667 2.0152259827e+00 
   1771.075 1.8198205948e+00 
   1771.483 1.9332435608e+00 
   1771.891 1.9201425552e+00 
   1772.299 1.7114990234e+00 
   1772.708 1.8875282288e+00 
   1773.115 1.6802764893e+00 
   1773.523 1.7605293274e+00 
   1773.932 1.8190959930e+00 
   1774.340 1.6433883667e+00 
   1774.749 1.9293685913e+00 
   1775.158 1.9312206268e+00 
   1775.567 1.8489883423e+00 
   1775.976 1.8320911407e+00 
   1776.384 1.8580631256e+00 
   1776.794 1.5944658279e+00 
   1777.203 1.8382270813e+00 
   1777.612 1.9405990601e+00 
   1778.021 1.9713041306e+00 
   1778.431 1.9355354309e+00 
   1778.840 1.9042737961e+00 
   1779.250 1.9693826675e+00 
   1779.660 1.8318450928e+00 
   1780.069 1.8617244720e+00 
   1780.480 2.0780134201e+00 
   1780.889 1.8994253159e+00 
   1781.300 1.9807538986e+00 
   1781.710 1.9461944580e+00 
   1782.120 1.9378303528e+00 
   1782.531 1.8371801376e+00 
   1782.941 1.9884557724e+00 
   1783.352 2.0234212875e+00 
   1783.762 1.6888931274e+00 
   1784.173 1.7756076813e+00 
   1784.584 1.9072778702e+00 
   1784.994 2.0310451508e+00 
   1785.406 2.0005743027e+00 
   1785.817 2.0595680237e+00 
   1786.229 2.0255950928e+00 
   1786.640 1.9777343750e+00 
   1787.052 1.8818435669e+00 
   1787.463 1.8074693680e+00 
   1787.874 1.9530952454e+00 
   1788.286 1.8845426559e+00 
   1788.698 1.8214317322e+00 
   1789.110 2.0062805176e+00 
   1789.522 1.7287261963e+00 
   1789.934 1.2650665283e+00 
   1790.346 1.8933118820e+00 
   1790.758 1.9260101318e+00 
   1791.171 1.9706447601e+00 
   1791.583 1.8363485336e+00 
   1791.996 1.6433038712e+00 
   1792.408 2.1698360443e+00 
   1792.822 1.9133987427e+00 
   1793.234 1.8887197495e+00 
   1793.647 1.7880125046e+00 
   1794.060 1.8926744461e+00 
   1794.473 1.8095903397e+00 
   1794.887 1.7239883423e+00 
   1795.300 1.7672937393e+00 
   1795.714 1.7523662567e+00 
   1796.127 1.9256860733e+00 
   1796.540 1.9770841599e+00 
   1796.954 1.7434223175e+00 
   1797.368 1.8198972702e+00 
   1797.782 1.6388168335e+00 
   1798.196 1.7447158813e+00 
   1798.610 1.6643220901e+00 
   1799.024 1.8394294739e+00 
   1799.439 1.8542892456e+00 
   1799.853 1.8468202591e+00 
   1800.267 1.8185211182e+00 
   1800.682 1.6339776993e+00 
   1801.096 1.8235372543e+00 
   1801.512 1.6119092941e+00 
   1801.926 1.8258052826e+00 
   1802.342 1.7832870483e+00 
   1802.756 1.7581789017e+00 
   1803.171 1.9160394669e+00 
   1803.587 1.7517217636e+00 
   1804.002 1.8300645828e+00 
   1804.418 1.9400947571e+00 
   1804.833 1.8597400665e+00 
   1805.249 1.8381443024e+00 
   1805.664 1.7393438339e+00 
   1806.080 1.9644502640e+00 
   1806.496 1.8883308411e+00 
   1806.912 1.8830266953e+00 
   1807.328 1.8837974548e+00 
   1807.744 1.8855417252e+00 
   1808.161 1.7635105133e+00 
   1808.577 1.7368598938e+00 
   1808.993 1.8249528885e+00 
   1809.410 1.7946666718e+00 
   1809.826 1.8986438751e+00 
   1810.244 1.6774845123e+00 
   1810.660 1.8806959152e+00 
   1811.078 2.0190147400e+00 
   1811.494 2.0529413223e+00 
   1811.911 1.9123462677e+00 
   1812.329 1.7163433075e+00 
   1812.746 1.7168151855e+00 
   1813.164 1.7325002670e+00 
   1813.581 1.7724836349e+00 
   1813.999 1.9006969452e+00 
   1814.416 1.9091613770e+00 
   1814.834 1.8262933731e+00 
   1815.252 1.9828878403e+00 
   1815.670 2.0401193619e+00 
   1816.089 1.5626764297e+00 
   1816.506 1.7682199478e+00 
   1816.925 2.0808301926e+00 
   1817.343 1.6013046265e+00 
   1817.761 1.8842079163e+00 
   1818.181 1.6966001511e+00 
   1818.599 1.5989532471e+00 
   1819.018 1.7334083557e+00 
   1819.437 1.8546804428e+00 
   1819.856 2.0421480179e+00 
   1820.275 1.8178791046e+00 
   1820.694 1.7621955872e+00 
   1821.113 1.8843027115e+00 
   1821.532 1.8425081253e+00 
   1821.952 1.8523647308e+00 
   1822.372 1.8261983871e+00 
   1822.792 1.7282569885e+00 
   1823.211 1.7471740723e+00 
   1823.631 1.7477611542e+00 
   1824.051 1.7567567825e+00 
   1824.471 1.7278503418e+00 
   1824.891 1.6483303070e+00 
   1825.311 1.6596897125e+00 
   1825.732 1.6586359024e+00 
   1826.152 1.9245939255e+00 
   1826.572 1.9032718658e+00 
   1826.993 1.6481182098e+00 
   1827.414 1.8718563080e+00 
   1827.835 1.8983341217e+00 
   1828.256 1.8674335480e+00 
   1828.677 1.6883125305e+00 
   1829.098 1.6614234924e+00 
   1829.519 1.7015438080e+00 
   1829.941 1.8150930405e+00 
   1830.362 1.8148069382e+00 
   1830.784 1.7542364120e+00 
   1831.205 1.8228473663e+00 
   1831.627 1.7385824203e+00 
   1832.048 1.8869731903e+00 
   1832.471 1.9676359177e+00 
   1832.893 1.6772924423e+00 
   1833.314 1.8541902542e+00 
   1833.737 1.5948660851e+00 
   1834.159 1.6300952911e+00 
   1834.582 1.7743194580e+00 
   1835.004 1.8054075241e+00 
   1835.427 2.0776887894e+00 
   1835.849 2.0189178467e+00 
   1836.271 1.9600984573e+00 
   1836.695 1.8557273865e+00 
   1837.117 1.9395914078e+00 
   1837.541 1.8496593475e+00 
   1837.964 1.8014110565e+00 
   1838.388 2.0261880875e+00 
   1838.811 1.5832612991e+00 
   1839.234 1.7146362305e+00 
   1839.658 1.8036722183e+00 
   1840.081 1.8528821945e+00 
   1840.505 1.5988652229e+00 
   1840.929 1.7823114395e+00 
   1841.353 1.7055494308e+00 
   1841.777 1.9583446503e+00 
   1842.200 1.5224295616e+00 
   1842.625 1.8802829742e+00 
   1843.049 1.8182302475e+00 
   1843.474 1.5798758507e+00 
   1843.898 1.8020664215e+00 
   1844.323 1.7887439728e+00 
   1844.748 1.7940355301e+00 
   1845.172 1.8642032623e+00 
   1845.598 1.6876567841e+00 
   1846.022 1.8080495834e+00 
   1846.448 1.9060707092e+00 
   1846.873 1.7705429077e+00 
   1847.299 1.6589033127e+00 
   1847.723 1.6152633667e+00 
   1848.149 1.7998640060e+00 
   1848.575 1.8093580246e+00 
   1849.000 1.6985956192e+00 
   1849.426 1.6097650528e+00 
   1849.852 1.5738302231e+00 
   1850.278 1.5109182358e+00 
   1850.704 1.5598072052e+00 
   1851.130 2.1018865585e+00 
   1851.557 1.8569995880e+00 
   1851.983 1.8545715332e+00 
   1852.410 1.7546236038e+00 
   1852.836 1.7218553543e+00 
   1853.263 1.8196863174e+00 
   1853.689 1.4987236977e+00 
   1854.116 1.7345951080e+00 
   1854.543 1.7812599182e+00 
   1854.970 1.6771543503e+00 
   1855.398 1.8881811142e+00 
   1855.825 1.9678735733e+00 
   1856.253 1.8169187546e+00 
   1856.680 1.8330320358e+00 
   1857.107 1.7247758865e+00 
   1857.535 1.8135496140e+00 
   1857.962 2.0619771957e+00 
   1858.391 1.7336032867e+00 
   1858.818 1.6849899292e+00 
   1859.247 1.8712022781e+00 
   1859.675 1.6463832855e+00 
   1860.102 1.7214101791e+00 
   1860.531 1.8414857864e+00 
   1860.959 1.6741189957e+00 
   1861.389 1.7816171646e+00 
   1861.817 1.7543470383e+00 
   1862.246 1.8656784058e+00 
   1862.674 1.7232265472e+00 
   1863.103 1.5788750648e+00 
   1863.533 1.7443803787e+00 
   1863.961 1.5571672440e+00 
   1864.391 1.7589326859e+00 
   1864.820 1.7227108002e+00 
   1865.250 1.7378686905e+00 
   1865.679 1.6986274719e+00 
   1866.109 1.7818317413e+00 
   1866.539 1.7370403290e+00 
   1866.968 1.6887763977e+00 
   1867.399 1.5774494171e+00 
   1867.828 1.7282201767e+00 
   1868.259 1.6015859604e+00 
   1868.689 1.8462514877e+00 
   1869.120 1.7566738129e+00 
   1869.550 1.6051568985e+00 
   1869.980 1.6352352142e+00 
   1870.411 1.8484214783e+00 
   1870.841 1.7608591080e+00 
   1871.273 1.6251308441e+00 
   1871.703 1.7533147812e+00 
   1872.135 1.7257068634e+00 
   1872.565 1.7377241135e+00 
   1872.996 1.9062435150e+00 
   1873.428 1.8234277725e+00 
   1873.859 1.7467746735e+00 
   1874.291 1.6875650406e+00 
   1874.722 1.6564907074e+00 
   1875.155 1.7599168777e+00 
   1875.586 1.7236671448e+00 
   1876.017 1.7037506104e+00 
   1876.450 1.7285108566e+00 
   1876.882 1.7285255432e+00 
   1877.315 1.7885337830e+00 
   1877.746 1.8363510132e+00 
   1878.179 1.9103950500e+00 
   1878.612 1.5585367203e+00 
   1879.044 1.7928224564e+00 
   1879.477 1.6858181000e+00 
   1879.909 1.7005525589e+00 
   1880.343 1.4983730316e+00 
   1880.775 1.6177503586e+00 
   1881.209 1.8632844925e+00 
   1881.642 1.6284872055e+00 
   1882.075 1.4591612816e+00 
   1882.509 1.7160081863e+00 
   1882.942 1.7774843216e+00 
   1883.376 1.7633663177e+00 
   1883.809 1.6243883133e+00 
   1884.244 1.8880294800e+00 
   1884.677 1.7528955460e+00 
   1885.111 1.5568948746e+00 
   1885.545 1.7483165741e+00 
   1885.979 1.5733782768e+00 
   1886.414 1.6300325394e+00 
   1886.848 1.5140361786e+00 
   1887.283 1.5340181351e+00 
   1887.717 1.5696100235e+00 
   1888.152 1.6753318787e+00 
   1888.587 1.6726902008e+00 
   1889.022 1.6964744568e+00 
   1889.457 1.6193967819e+00 
   1889.892 1.7351169586e+00 
   1890.328 1.7474105835e+00 
   1890.762 1.6875667572e+00 
   1891.197 1.7721977234e+00 
   1891.634 1.7855510712e+00 
   1892.069 1.7792425156e+00 
   1892.505 1.7498016357e+00 
   1892.940 1.7489446640e+00 
   1893.377 1.6622983932e+00 
   1893.812 1.6051624298e+00 
   1894.248 1.7685924530e+00 
   1894.685 1.6817060471e+00 
   1895.121 1.6989904404e+00 
   1895.558 1.6582050323e+00 
   1895.994 1.7718370438e+00 
   1896.431 1.7475225449e+00 
   1896.867 1.6643686295e+00 
   1897.304 1.5236155510e+00 
   1897.741 1.6848691940e+00 
   1898.178 1.7441076279e+00 
   1898.616 1.6807830811e+00 
   1899.052 1.5794697762e+00 
   1899.490 1.6678272247e+00 
   1899.927 1.4098276138e+00 
   1900.365 1.8074111938e+00 
   1900.802 1.7424018860e+00 
   1901.240 1.6817815781e+00 
   1901.678 1.6431636810e+00 
   1902.116 1.6725111008e+00 
   1902.554 1.5927365303e+00 
   1902.992 1.7007436752e+00 
   1903.431 1.7361352921e+00 
   1903.869 1.7437643051e+00 
   1904.307 1.6766073227e+00 
   1904.746 1.6278358459e+00 
   1905.184 1.6014545441e+00 
   1905.623 1.8553678513e+00 
   1906.062 1.5476414680e+00 
   1906.501 1.6367088318e+00 
   1906.940 1.6284116745e+00 
   1907.379 1.6895727158e+00 
   1907.818 1.5396186829e+00 
   1908.257 1.5076725006e+00 
   1908.697 1.3607965469e+00 
   1909.136 1.7360446930e+00 
   1909.577 1.7071605682e+00 
   1910.016 1.5677409172e+00 
   1910.455 1.5807100296e+00 
   1910.896 1.5549487114e+00 
   1911.335 1.7197301865e+00 
   1911.776 1.6666908264e+00 
   1912.216 1.7845279694e+00 
   1912.657 1.7566644669e+00 
   1913.097 1.6160789490e+00 
   1913.537 1.6724136353e+00 
   1913.978 1.7652528763e+00 
   1914.419 1.5968562126e+00 
   1914.860 1.5841710091e+00 
   1915.301 1.5861447334e+00 
   1915.742 1.5502339363e+00 
   1916.183 1.6664503098e+00 
   1916.624 1.6618280411e+00 
   1917.066 1.5698126793e+00 
   1917.507 1.5346517563e+00 
   1917.949 1.6751998901e+00 
   1918.390 1.4692570686e+00 
   1918.833 1.4544096947e+00 
   1919.274 1.3917015076e+00 
   1919.716 1.5270815849e+00 
   1920.158 1.5414774895e+00 
   1920.600 1.5709290504e+00 
   1921.043 1.6312910080e+00 
   1921.485 1.5102317810e+00 
   1921.928 1.5174750328e+00 
   1922.370 1.5800875664e+00 
   1922.812 1.6268793106e+00 
   1923.256 1.5363622665e+00 
   1923.698 1.4733391762e+00 
   1924.142 1.4433476448e+00 
   1924.584 1.5863839149e+00 
   1925.028 1.6393651962e+00 
   1925.471 1.5877151489e+00 
   1925.914 1.6166049957e+00 
   1926.358 1.5783876419e+00 
   1926.801 1.5251263618e+00 
   1927.245 1.5211173058e+00 
   1927.689 1.5068053246e+00 
   1928.133 1.5855462074e+00 
   1928.577 1.5620395660e+00 
   1929.021 1.5336109161e+00 
   1929.465 1.4258178711e+00 
   1929.909 1.6327232361e+00 
   1930.354 1.4224134445e+00 
   1930.798 1.5423508644e+00 
   1931.244 1.4888464928e+00 
   1931.688 1.6275278091e+00 
   1932.132 1.7784133911e+00 
   1932.578 1.4505781174e+00 
   1933.022 1.5079614639e+00 
   1933.468 1.5198199272e+00 
   1933.913 1.4249125481e+00 
   1934.359 1.4416998863e+00 
   1934.804 1.6059045792e+00 
   1935.250 1.6598588943e+00 
   1935.695 1.4117594719e+00 
   1936.141 1.5296514511e+00 
   1936.587 1.5103157043e+00 
   1937.033 1.5416170120e+00 
   1937.479 1.4367502213e+00 
   1937.925 1.4573212624e+00 
   1938.372 1.6517883301e+00 
   1938.818 1.5490142822e+00 
   1939.264 1.6944164276e+00 
   1939.711 1.6702089310e+00 
   1940.157 1.4365134239e+00 
   1940.605 1.5682299614e+00 
   1941.051 1.6256788254e+00 
   1941.499 1.5235840797e+00 
   1941.945 1.5573338509e+00 
   1942.392 1.5201711655e+00 
   1942.840 1.4310593605e+00 
   1943.287 1.5759387970e+00 
   1943.735 1.5758654594e+00 
   1944.182 1.3491534233e+00 
   1944.630 1.4220688820e+00 
   1945.078 1.3462595940e+00 
   1945.525 1.5515417099e+00 
   1945.974 1.4607604027e+00 
   1946.422 1.5060363770e+00 
   1946.870 1.7049945831e+00 
   1947.318 1.5684378624e+00 
   1947.767 1.4561277390e+00 
   1948.215 1.5683940887e+00 
   1948.664 1.6000246048e+00 
   1949.113 1.4797905922e+00 
   1949.561 1.4667950630e+00 
   1950.011 1.4752522469e+00 
   1950.460 1.4793207169e+00 
   1950.909 1.5930384636e+00 
   1951.358 1.5829936981e+00 
   1951.807 1.4098066330e+00 
   1952.257 1.3696844101e+00 
   1952.706 1.5846290588e+00 
   1953.157 1.5228696823e+00 
   1953.606 1.3911928177e+00 
   1954.056 1.3605300903e+00 
   1954.506 1.3824971199e+00 
   1954.955 1.4623244286e+00 
   1955.406 1.4128538132e+00 
   1955.856 1.4326558113e+00 
   1956.307 1.4816438675e+00 
   1956.757 1.5592952728e+00 
   1957.208 1.5536828041e+00 
   1957.659 1.4063655853e+00 
   1958.109 1.4604687691e+00 
   1958.561 1.6260562897e+00 
   1959.011 1.3423119545e+00 
   1959.463 1.3858187675e+00 
   1959.914 1.5682848930e+00 
   1960.366 1.5735909462e+00 
   1960.817 1.6291383743e+00 
   1961.268 1.4997053146e+00 
   1961.720 1.4914184570e+00 
   1962.171 1.4921515465e+00 
   1962.624 1.4813817024e+00 
   1963.075 1.3914992332e+00 
   1963.528 1.2212437630e+00 
   1963.980 1.3394311905e+00 
   1964.431 1.3465170860e+00 
   1964.884 1.5019371986e+00 
   1965.336 1.5732407570e+00 
   1965.790 1.3581876755e+00 
   1966.242 1.3148989677e+00 
   1966.695 1.4806842804e+00 
   1967.148 1.4064687729e+00 
   1967.600 1.4360073090e+00 
   1968.054 1.5306597710e+00 
   1968.507 1.3339313507e+00 
   1968.961 1.3042801857e+00 
   1969.414 1.4404845238e+00 
   1969.868 1.4539935112e+00 
   1970.321 1.3844237328e+00 
   1970.775 1.3178382874e+00 
   1971.229 1.5087669373e+00 
   1971.682 1.5302582741e+00 
   1972.137 1.3480024338e+00 
   1972.590 1.3685465813e+00 
   1973.045 1.4613605499e+00 
   1973.499 1.4707322121e+00 
   1973.954 1.3673387527e+00 
   1974.408 1.4057374954e+00 
   1974.863 1.5570108414e+00 
   1975.318 1.5248775482e+00 
   1975.772 1.5095624924e+00 
   1976.228 1.5670759201e+00 
   1976.683 1.5272390366e+00 
   1977.138 1.4339173317e+00 
   1977.593 1.4073828697e+00 
   1978.048 1.4156553268e+00 
   1978.504 1.3221053123e+00 
   1978.960 1.4200230598e+00 
   1979.416 1.4453181267e+00 
   1979.871 1.3925744057e+00 
   1980.328 1.1758115768e+00 
   1980.783 1.2674908638e+00 
   1981.239 1.4631461143e+00 
   1981.696 1.4006730080e+00 
   1982.152 1.3181856155e+00 
   1982.609 1.3244147301e+00 
   1983.065 1.3962169647e+00 
   1983.522 1.4913615227e+00 
   1983.979 1.5030085564e+00 
   1984.435 1.5492402077e+00 
   1984.893 1.2587372780e+00 
   1985.349 1.2971046448e+00 
   1985.807 1.4780631065e+00 
   1986.264 1.4924324036e+00 
   1986.722 1.5232591629e+00 
   1987.179 1.4940778732e+00 
   1987.636 1.5211760521e+00 
   1988.094 1.4147587776e+00 
   1988.552 1.3171715736e+00 
   1989.010 1.4369648933e+00 
   1989.468 1.4457916260e+00 
   1989.927 1.5188729286e+00 
   1990.384 1.5123308182e+00 
   1990.842 1.5339637756e+00 
   1991.301 1.3742267609e+00 
   1991.760 1.3333095551e+00 
   1992.219 1.5381363869e+00 
   1992.677 1.7436960220e+00 
   1993.137 1.3100199699e+00 
   1993.595 1.4161048889e+00 
   1994.054 1.4129490852e+00 
   1994.514 1.3503273010e+00 
   1994.972 1.2683182716e+00 
   1995.432 1.3243385315e+00 
   1995.892 1.4858613014e+00 
   1996.352 1.4066440582e+00 
   1996.811 1.5108518600e+00 
   1997.270 1.2491083145e+00 
   1997.731 1.3017289162e+00 
   1998.191 1.3826739311e+00 
   1998.651 1.5331463814e+00 
   1999.111 1.4758833885e+00 
   1999.572 1.2769560814e+00 
   2000.032 1.3481420517e+00 
   2000.492 1.4971862793e+00 
   2000.954 1.3460439682e+00 
   2001.414 1.7228668213e+00 
   2001.875 1.4374504089e+00 
   2002.336 1.4235408783e+00 
   2002.798 1.4268328667e+00 
   2003.258 1.6590351105e+00 
   2003.720 1.3935733795e+00 
   2004.181 1.4521554947e+00 
   2004.642 1.4957017899e+00 
   2005.105 1.2902093887e+00 
   2005.566 1.5904787064e+00 
   2006.028 1.4983068466e+00 
   2006.490 1.4234778404e+00 
   2006.953 1.4572232246e+00 
   2007.414 1.4609724998e+00 
   2007.876 1.5451825142e+00 
   2008.339 1.4356285095e+00 
   2008.801 1.3608820915e+00 
   2009.264 1.3030582428e+00 
   2009.726 1.4605086327e+00 
   2010.190 1.4229810715e+00 
   2010.652 1.3790026665e+00 
   2011.115 1.4407526970e+00 
   2011.579 1.3186478615e+00 
   2012.041 1.5982595444e+00 
   2012.505 1.2192513466e+00 
   2012.968 1.4881208420e+00 
   2013.433 1.4099988937e+00 
   2013.896 1.2004676819e+00 
   2014.359 1.5148832321e+00 
   2014.824 1.4891628265e+00 
   2015.287 1.4538542747e+00 
   2015.752 1.5781240463e+00 
   2016.216 1.4322973251e+00 
   2016.680 1.3350914001e+00 
   2017.144 1.5446105003e+00 
   2017.608 1.4400403023e+00 
   2018.074 1.2459477425e+00 
   2018.538 1.4580032349e+00 
   2019.003 1.3409042358e+00 
   2019.468 1.4054243088e+00 
   2019.934 1.3942783356e+00 
   2020.398 1.3301447868e+00 
   2020.863 1.3851949692e+00 
   2021.329 1.4265293121e+00 
   2021.794 1.4378544807e+00 
   2022.260 1.3958395958e+00 
   2022.725 1.3988072395e+00 
   2023.192 1.4229700089e+00 
   2023.657 1.3785108566e+00 
   2024.123 1.3671464920e+00 
   2024.590 1.3634149551e+00 
   2025.055 1.3247088432e+00 
   2025.522 1.4392896652e+00 
   2025.988 1.4720264435e+00 
   2026.456 1.4947218895e+00 
   2026.922 1.5266112328e+00 
   2027.388 1.5782491684e+00 
   2027.856 1.4136807442e+00 
   2028.322 1.3131339073e+00 
   2028.790 1.3468768120e+00 
   2029.256 1.2588657379e+00 
   2029.724 1.5728775978e+00 
   2030.191 1.3462574005e+00 
   2030.658 1.4666898727e+00 
   2031.127 1.4463754654e+00 
   2031.594 1.2469305992e+00 
   2032.062 1.3223155975e+00 
   2032.530 1.4423986435e+00 
   2032.999 1.4058559418e+00 
   2033.466 1.3319817543e+00 
   2033.934 1.3878287315e+00 
   2034.403 1.3833122253e+00 
   2034.871 1.4379897118e+00 
   2035.340 1.1943841934e+00 
   2035.809 1.2788902283e+00 
   2036.278 1.4478726387e+00 
   2036.746 1.3359874725e+00 
   2037.215 1.3090270996e+00 
   2037.685 1.3315805435e+00 
   2038.154 1.5456117630e+00 
   2038.624 1.3686543465e+00 
   2039.093 1.3133810997e+00 
   2039.563 1.3514467239e+00 
   2040.032 1.3839270592e+00 
   2040.502 1.2836552620e+00 
   2040.972 1.4713497162e+00 
   2041.441 1.2306790352e+00 
   2041.912 1.3746285439e+00 
   2042.382 1.3693910599e+00 
   2042.853 1.3899455070e+00 
   2043.323 1.3210426331e+00 
   2043.794 1.3560822487e+00 
   2044.264 1.1794996262e+00 
   2044.734 1.3459970474e+00 
   2045.206 1.3997866631e+00 
   2045.676 1.3422096252e+00 
   2046.148 1.2781356812e+00 
   2046.619 1.3780056953e+00 
   2047.091 1.4583519936e+00 
   2047.562 1.3486773491e+00 
   2048.033 1.3720088959e+00 
   2048.505 1.2745987892e+00 
   2048.976 1.3262159348e+00 
   2049.449 1.4422259331e+00 
   2049.920 1.2752123833e+00 
   2050.393 1.2650424004e+00 
   2050.865 1.4907372475e+00 
   2051.336 1.2568885803e+00 
   2051.809 1.2958595276e+00 
   2052.281 1.3274277687e+00 
   2052.755 1.3965277672e+00 
   2053.227 1.2499398232e+00 
   2053.700 1.4207160950e+00 
   2054.173 1.3152560234e+00 
   2054.645 1.3013450623e+00 
   2055.119 1.1953819275e+00 
   2055.592 1.3815916061e+00 
   2056.066 1.4821764946e+00 
   2056.539 1.5023833275e+00 
   2057.013 1.4994734764e+00 
   2057.486 1.4743935585e+00 
   2057.960 1.5299979210e+00 
   2058.434 1.4461086273e+00 
   2058.908 1.3361531258e+00 
   2059.383 1.4523455620e+00 
   2059.856 1.4681696892e+00 
   2060.331 1.2614495277e+00 
   2060.805 1.3696542740e+00 
   2061.279 1.3881267548e+00 
   2061.755 1.4572412491e+00 
   2062.229 1.4218796730e+00 
   2062.705 1.4014322281e+00 
   2063.179 1.3233176231e+00 
   2063.655 1.2834384918e+00 
   2064.130 1.2956991196e+00 
   2064.605 1.1887162209e+00 
   2065.081 1.3640748024e+00 
   2065.556 1.4136557579e+00 
   2066.032 1.3473591805e+00 
   2066.507 1.3889899254e+00 
   2066.984 1.4484320641e+00 
   2067.459 1.3669808388e+00 
   2067.935 1.3037418365e+00 
   2068.412 1.3159315109e+00 
   2068.888 1.4406321526e+00 
   2069.365 1.3568092346e+00 
   2069.841 1.3520411491e+00 
   2070.318 1.3796100616e+00 
   2070.794 1.3758882523e+00 
   2071.271 1.4517065048e+00 
   2071.748 1.3060553551e+00 
   2072.225 1.6270339966e+00 
   2072.703 1.3715735435e+00 
   2073.180 1.5186915398e+00 
   2073.658 1.2644874573e+00 
   2074.135 1.4373223305e+00 
   2074.612 1.4130706787e+00 
   2075.090 1.2552527428e+00 
   2075.568 1.5478932381e+00 
   2076.046 1.2746895790e+00 
   2076.524 1.1542496681e+00 
   2077.003 1.4623098373e+00 
   2077.481 1.3637256622e+00 
   2077.960 1.4293041229e+00 
   2078.438 1.2795582771e+00 
   2078.916 1.3474881172e+00 
   2079.395 1.3546323776e+00 
   2079.874 1.4492490768e+00 
   2080.353 1.5206875801e+00 
   2080.832 1.2624642372e+00 
   2081.312 1.4655441284e+00 
   2081.790 1.2773095131e+00 
   2082.269 1.4883764267e+00 
   2082.749 1.2346287727e+00 
   2083.229 1.4118577957e+00 
   2083.709 1.2711901665e+00 
   2084.188 1.4114131927e+00 
   2084.669 1.3298607826e+00 
   2085.148 1.4695015907e+00 
   2085.628 1.4948103905e+00 
   2086.109 1.2559329033e+00 
   2086.589 1.3127999306e+00 
   2087.070 1.3615113258e+00 
   2087.550 1.3672554016e+00 
   2088.032 1.3117240906e+00 
   2088.512 1.1708649635e+00 
   2088.993 1.4610081673e+00 
   2089.474 1.4518959045e+00 
   2089.955 1.3074060440e+00 
   2090.437 1.3457787514e+00 
   2090.918 1.3402190208e+00 
   2091.400 1.3424629211e+00 
   2091.881 1.4949768066e+00 
   2092.362 1.4021358490e+00 
   2092.845 1.3606276512e+00 
   2093.326 1.3853722572e+00 
   2093.809 1.3281255722e+00 
   2094.291 1.3688537598e+00 
   2094.774 1.3540950775e+00 
   2095.255 1.3281526566e+00 
   2095.737 1.4322546959e+00 
   2096.221 1.3006079674e+00 
   2096.703 1.3974280357e+00 
   2097.186 1.4383274078e+00 
   2097.669 1.4162363052e+00 
   2098.153 1.2587328911e+00 
   2098.635 1.3369366646e+00 
   2099.118 1.2205359459e+00 
   2099.602 1.3534541130e+00 
   2100.085 1.3031848907e+00 
   2100.569 1.3248018265e+00 
   2101.053 1.2582909584e+00 
   2101.537 1.2933419228e+00 
   2102.021 1.3101766586e+00 
   2102.504 1.2952981949e+00 
   2102.989 1.2944774628e+00 
   2103.473 1.3565264702e+00 
   2103.958 1.3467709541e+00 
   2104.442 1.2837892532e+00 
   2104.927 1.3794583321e+00 
   2105.411 1.3623293877e+00 
   2105.896 1.2770683289e+00 
   2106.381 1.3312379837e+00 
   2106.866 1.3957311630e+00 
