#Wavelenght Flux
   2107.352 1.4929355621e+00 
   2107.837 1.4483354568e+00 
   2108.323 1.4044273376e+00 
   2108.808 1.3973648071e+00 
   2109.293 1.4496864319e+00 
   2109.779 1.5684205055e+00 
   2110.265 1.3358304024e+00 
   2110.751 1.1877462387e+00 
   2111.237 1.3409860611e+00 
   2111.724 1.1798136711e+00 
   2112.209 1.3659728050e+00 
   2112.695 1.3695322990e+00 
   2113.182 1.2260807991e+00 
   2113.669 1.3599177361e+00 
   2114.156 1.4239023209e+00 
   2114.642 1.2616971970e+00 
   2115.130 1.2429783821e+00 
   2115.617 1.3423821449e+00 
   2116.104 2.0343063354e+00 
   2116.591 1.0352952003e+00 
   2117.078 9.6330347061e-01 
   2117.566 2.2565700531e+00 
   2118.053 1.6784675598e+00 
   2118.542 1.5069821358e+00 
   2119.029 1.2942310333e+00 
   2119.518 1.4729266167e+00 
   2120.006 1.1239449501e+00 
   2120.493 1.1308629990e+00 
   2120.982 1.2333092690e+00 
   2121.470 1.3174840927e+00 
   2121.959 1.3608329773e+00 
   2122.447 1.5072021484e+00 
   2122.937 1.4230317116e+00 
   2123.425 1.1862492561e+00 
   2123.914 1.3593919754e+00 
   2124.404 1.5886887550e+00 
   2124.892 1.3132709503e+00 
   2125.382 1.3302616119e+00 
   2125.871 1.2951857567e+00 
   2126.361 1.2942554474e+00 
   2126.851 1.2637042046e+00 
   2127.340 1.1807778358e+00 
   2127.830 1.3243518829e+00 
   2128.320 1.4714106560e+00 
   2128.811 1.4129617691e+00 
   2129.300 1.3222466469e+00 
   2129.791 1.3344966888e+00 
   2130.281 1.3810029984e+00 
   2130.772 1.2791328430e+00 
   2131.263 1.3475581169e+00 
   2131.753 1.3837272644e+00 
   2132.245 1.4433574677e+00 
   2132.735 1.2755101204e+00 
   2133.227 1.2139040947e+00 
   2133.718 1.2833389282e+00 
   2134.209 1.2941726685e+00 
   2134.701 1.3062219620e+00 
   2135.192 1.4247734070e+00 
   2135.684 1.2345127106e+00 
   2136.176 1.3510918617e+00 
   2136.668 1.3409065247e+00 
   2137.160 1.3133643150e+00 
   2137.651 1.2510222435e+00 
   2138.144 1.3489646912e+00 
   2138.636 1.3459441185e+00 
   2139.129 1.1278881073e+00 
   2139.621 1.2536173820e+00 
   2140.115 1.2259511948e+00 
   2140.607 1.1714833260e+00 
   2141.100 1.2086640358e+00 
   2141.593 1.4665527344e+00 
   2142.086 1.2611433029e+00 
   2142.580 1.2833790779e+00 
   2143.073 1.2347132683e+00 
   2143.567 1.3026803970e+00 
   2144.060 1.3214655876e+00 
   2144.553 1.3527397156e+00 
   2145.048 1.1818065643e+00 
   2145.541 1.3123908997e+00 
   2146.036 1.2625988007e+00 
   2146.530 1.1236088753e+00 
   2147.025 1.2527846336e+00 
   2147.519 1.4340761185e+00 
   2148.013 1.2236519814e+00 
   2148.508 1.3633647919e+00 
   2149.002 1.3417251587e+00 
   2149.498 1.1616111755e+00 
   2149.992 1.3617656708e+00 
   2150.488 1.2312095642e+00 
   2150.983 1.3599352837e+00 
   2151.478 1.3367037773e+00 
   2151.974 1.3680269241e+00 
   2152.469 1.3802332878e+00 
   2152.965 1.2238228798e+00 
   2153.461 1.2253561974e+00 
   2153.957 1.3861322403e+00 
   2154.453 1.1756025314e+00 
   2154.949 1.1043366432e+00 
   2155.445 1.0571344376e+00 
   2155.941 1.2347167015e+00 
   2156.438 1.5712727547e+00 
   2156.934 1.4478797913e+00 
   2157.432 1.4281835556e+00 
   2157.928 1.3489038467e+00 
   2158.426 1.2551521301e+00 
   2158.922 1.4481831551e+00 
   2159.419 1.3886925697e+00 
   2159.917 1.2758959770e+00 
   2160.414 1.4131328583e+00 
   2160.912 1.4597636223e+00 
   2161.409 1.3276994705e+00 
   2161.907 1.3255175591e+00 
   2162.405 1.1474554062e+00 
   2162.902 1.4807862282e+00 
   2163.401 1.3371209145e+00 
   2163.899 1.4511253357e+00 
   2164.398 1.2999562263e+00 
   2164.896 1.3113123894e+00 
   2165.395 1.3369484901e+00 
   2165.893 1.1828378677e+00 
   2166.391 1.2535640717e+00 
   2166.891 1.1048381805e+00 
   2167.389 1.2135726929e+00 
   2167.889 1.3112298965e+00 
   2168.388 1.1882027626e+00 
   2168.888 1.2466794014e+00 
   2169.387 1.5277585983e+00 
   2169.886 1.3336046219e+00 
   2170.386 1.2402960777e+00 
   2170.885 1.1403049469e+00 
   2171.386 1.3273056030e+00 
   2171.886 1.4109970093e+00 
   2172.386 1.3764459610e+00 
   2172.886 1.2198769569e+00 
   2173.386 1.2448751450e+00 
   2173.887 1.3660169601e+00 
   2174.387 1.3133447647e+00 
   2174.889 1.3808712959e+00 
   2175.389 1.3741258621e+00 
   2175.891 1.4583374023e+00 
   2176.391 1.2811522484e+00 
   2176.892 1.3920504570e+00 
   2177.394 1.2330304146e+00 
   2177.895 1.2547264099e+00 
   2178.397 1.2940663338e+00 
   2178.898 1.3444982529e+00 
   2179.401 1.2677223206e+00 
   2179.902 1.3703421593e+00 
   2180.403 1.2929687500e+00 
   2180.906 1.3159326553e+00 
   2181.408 1.1575355530e+00 
   2181.911 1.2259616852e+00 
   2182.413 1.2881244659e+00 
   2182.916 1.3657876968e+00 
   2183.418 1.3314166069e+00 
   2183.921 1.2313361168e+00 
   2184.424 1.2739219666e+00 
   2184.927 1.4148184776e+00 
   2185.431 1.1258089066e+00 
   2185.933 1.4707146645e+00 
   2186.438 1.0749635696e+00 
   2186.940 1.2835517883e+00 
   2187.444 1.2644522667e+00 
   2187.948 1.3847853661e+00 
   2188.451 1.3381175041e+00 
   2188.956 1.3301546097e+00 
   2189.460 1.0918925285e+00 
   2189.964 1.2505222321e+00 
   2190.468 1.3420612335e+00 
   2190.972 1.1993487358e+00 
   2191.477 1.4324617386e+00 
   2191.982 1.2396285057e+00 
   2192.487 1.2498213768e+00 
   2192.991 1.0765714645e+00 
   2193.497 1.5270519257e+00 
   2194.002 1.3931341171e+00 
   2194.508 1.2486255646e+00 
   2195.012 1.2559880257e+00 
   2195.517 1.1453980446e+00 
   2196.024 1.1721676826e+00 
   2196.529 1.1994853973e+00 
   2197.035 1.4585905075e+00 
   2197.541 1.2613592148e+00 
   2198.048 1.2892416000e+00 
   2198.553 1.3912288666e+00 
   2199.059 1.3641224861e+00 
   2199.566 1.2642127037e+00 
   2200.072 1.1508669853e+00 
   2200.579 1.1956819534e+00 
   2201.086 1.3011647224e+00 
   2201.593 1.2498672485e+00 
   2202.100 1.1532467842e+00 
   2202.606 1.2843832970e+00 
   2203.114 1.1386310577e+00 
   2203.621 1.4899730682e+00 
   2204.129 1.2536943436e+00 
   2204.636 1.0716695786e+00 
   2205.145 1.2218100548e+00 
   2205.652 1.2362282753e+00 
   2206.159 1.1659185410e+00 
   2206.668 1.1736221313e+00 
   2207.176 1.3400537491e+00 
   2207.685 1.4643549919e+00 
   2208.193 1.1033395767e+00 
   2208.702 1.3847247124e+00 
   2209.210 1.1113718033e+00 
   2209.718 1.2207243919e+00 
   2210.228 1.1476202011e+00 
   2210.736 1.2517123222e+00 
   2211.246 1.3182658195e+00 
   2211.755 1.2564258575e+00 
   2212.265 1.3140431404e+00 
   2212.774 1.3096458435e+00 
   2213.283 1.0784566879e+00 
   2213.793 1.3855143547e+00 
   2214.302 1.2349853516e+00 
   2214.813 1.1440442085e+00 
   2215.322 1.3017107010e+00 
   2215.833 1.1778604507e+00 
   2216.343 1.1312961578e+00 
   2216.853 1.2116882324e+00 
   2217.364 1.2276698112e+00 
   2217.874 1.2419270515e+00 
   2218.386 1.2331186295e+00 
   2218.896 1.1498047829e+00 
   2219.408 1.1874854088e+00 
   2219.918 1.1584702492e+00 
   2220.429 1.1162903786e+00 
   2220.941 1.2024685860e+00 
   2221.452 1.2410435677e+00 
   2221.964 1.1602198601e+00 
   2222.475 1.1964113235e+00 
   2222.988 1.1985796928e+00 
   2223.499 1.2099536896e+00 
   2224.011 1.3425392151e+00 
   2224.524 1.4067592621e+00 
   2225.035 1.1906435966e+00 
   2225.548 1.1178555489e+00 
   2226.060 1.3297208786e+00 
   2226.574 1.2937225342e+00 
   2227.086 1.2366310120e+00 
   2227.598 1.1447113037e+00 
   2228.112 1.2070691109e+00 
   2228.624 1.1336439133e+00 
   2229.138 1.2282205582e+00 
   2229.651 1.3279916763e+00 
   2230.165 1.2781801224e+00 
   2230.678 1.2942364693e+00 
   2231.192 1.1164782524e+00 
   2231.706 1.2446732521e+00 
   2232.219 1.2060747147e+00 
   2232.734 1.3641803741e+00 
   2233.248 1.2031801224e+00 
   2233.763 1.2894138336e+00 
   2234.277 1.0150826454e+00 
   2234.792 1.3777622223e+00 
   2235.306 1.0152016640e+00 
   2235.820 8.3900556564e-01 
   2236.336 1.5034260750e+00 
   2236.850 1.1059377670e+00 
   2237.366 1.1918100357e+00 
   2237.881 1.4068417549e+00 
   2238.397 1.3246495247e+00 
   2238.912 1.2480367661e+00 
   2239.427 1.0738594055e+00 
   2239.943 1.2291409492e+00 
   2240.459 1.2703853607e+00 
   2240.975 1.1495331764e+00 
   2241.491 1.1893454552e+00 
   2242.008 1.2224323273e+00 
   2242.523 1.1146060944e+00 
   2243.039 1.3723934174e+00 
   2243.557 9.7264013290e-01 
   2244.073 1.1353403091e+00 
   2244.590 1.0416704178e+00 
   2245.107 1.0818812370e+00 
   2245.624 1.2947509766e+00 
   2246.141 9.8922033310e-01 
   2246.658 1.1385344505e+00 
   2247.176 1.2481774330e+00 
   2247.693 1.1045003891e+00 
   2248.211 1.1657637596e+00 
   2248.728 1.3506430626e+00 
   2249.247 1.2091817856e+00 
   2249.764 1.3041836739e+00 
   2250.282 1.0974977493e+00 
   2250.801 1.3025537491e+00 
   2251.318 1.1270774841e+00 
   2251.838 1.0860200882e+00 
   2252.356 1.2179645538e+00 
   2252.875 1.2280388832e+00 
   2253.393 1.1018335342e+00 
   2253.912 1.0447214127e+00 
   2254.431 1.1915588379e+00 
   2254.950 1.2261612892e+00 
   2255.470 1.2008502007e+00 
   2255.989 1.1916594505e+00 
   2256.509 9.9480400085e-01 
   2257.028 1.2597958565e+00 
   2257.547 1.3045746803e+00 
   2258.068 1.2377991676e+00 
   2258.587 1.3631910324e+00 
   2259.108 1.3013983727e+00 
   2259.628 1.2847981453e+00 
   2260.149 1.1303676605e+00 
   2260.669 9.6607112885e-01 
   2261.189 1.3035862923e+00 
   2261.710 1.2197824478e+00 
   2262.231 1.1018885612e+00 
   2262.752 1.2019004822e+00 
   2263.273 1.2539197922e+00 
   2263.795 1.0182913780e+00 
   2264.316 1.2151396751e+00 
   2264.837 1.1881293297e+00 
   2265.359 1.2797304153e+00 
   2265.880 1.2932795525e+00 
   2266.402 1.1334894180e+00 
   2266.924 1.2136531830e+00 
   2267.447 1.3632004738e+00 
   2267.968 1.2202642441e+00 
   2268.490 1.0791537285e+00 
   2269.013 1.1768056870e+00 
   2269.535 1.0347523689e+00 
   2270.058 1.1065690041e+00 
   2270.581 1.3810152054e+00 
   2271.104 1.2658716202e+00 
   2271.627 1.2155150414e+00 
   2272.149 1.1062417030e+00 
   2272.673 1.1243091583e+00 
   2273.196 1.1910693169e+00 
   2273.720 1.1255474091e+00 
   2274.243 1.1403058052e+00 
   2274.768 1.1802296638e+00 
   2275.291 9.4183578491e-01 
   2275.816 1.3468240738e+00 
   2276.339 1.2099967957e+00 
   2276.863 1.2179321289e+00 
   2277.388 1.1284104347e+00 
   2277.912 1.1142503738e+00 
   2278.437 1.3021008492e+00 
   2278.961 1.2533796310e+00 
   2279.487 1.1682454109e+00 
   2280.011 1.2920927048e+00 
   2280.536 1.2919469833e+00 
   2281.062 1.2632231712e+00 
   2281.586 1.1460181236e+00 
   2282.113 1.2465611458e+00 
   2282.638 1.2081002235e+00 
   2283.164 1.1825448990e+00 
   2283.689 1.1631818771e+00 
   2284.215 1.0788908005e+00 
   2284.741 1.0401758194e+00 
   2285.267 1.1345394135e+00 
   2285.794 1.1427861214e+00 
   2286.320 1.0544436455e+00 
   2286.847 1.1669261932e+00 
   2287.373 1.2443482399e+00 
   2287.899 1.0876576424e+00 
   2288.427 1.1467638969e+00 
   2288.953 1.1946786880e+00 
   2289.481 1.2658635139e+00 
   2290.008 1.2048972130e+00 
   2290.536 1.1751713753e+00 
   2291.063 1.3197891235e+00 
   2291.590 1.1649303436e+00 
   2292.118 1.0810618401e+00 
   2292.646 1.2584386826e+00 
   2293.174 1.1694246292e+00 
   2293.702 1.0803936958e+00 
   2294.231 1.2481451035e+00 
   2294.758 1.0666072845e+00 
   2295.286 1.1412060738e+00 
   2295.816 1.3470300674e+00 
   2296.344 1.2448717117e+00 
   2296.873 1.2246043205e+00 
   2297.402 1.1936696053e+00 
   2297.931 1.3295408249e+00 
   2298.460 1.3651997566e+00 
   2298.989 1.1417282104e+00 
   2299.519 1.0668682098e+00 
   2300.048 1.1893593788e+00 
   2300.578 1.2051964760e+00 
   2301.108 1.2998780251e+00 
   2301.638 1.3192041397e+00 
   2302.168 1.1043678284e+00 
   2302.697 1.1786177635e+00 
   2303.228 1.2154482841e+00 
   2303.758 1.2625003815e+00 
   2304.289 1.2947905540e+00 
   2304.820 1.2376100540e+00 
   2305.351 1.0953727722e+00 
   2305.881 1.2166832924e+00 
   2306.412 1.2602786064e+00 
   2306.944 1.1679095268e+00 
   2307.474 1.2091382027e+00 
   2308.007 1.2488297462e+00 
   2308.537 1.1540859222e+00 
   2309.070 1.1633686066e+00 
   2309.601 1.2864863396e+00 
   2310.132 1.0881381035e+00 
   2310.665 1.2639547348e+00 
   2311.197 1.2300590515e+00 
   2311.730 1.1639659882e+00 
   2312.261 1.2084601402e+00 
   2312.795 1.2580376625e+00 
   2313.327 1.3663046837e+00 
   2313.860 1.3306042671e+00 
   2314.392 1.1182000160e+00 
   2314.925 1.1974456787e+00 
   2315.459 1.3172776222e+00 
   2315.991 1.2542973518e+00 
   2316.525 1.2154010773e+00 
   2317.058 1.2979506493e+00 
   2317.593 1.2702962875e+00 
   2318.126 1.2010464668e+00 
   2318.659 1.3115964890e+00 
   2319.194 1.2047860146e+00 
   2319.727 1.1772364616e+00 
   2320.262 1.3263934135e+00 
   2320.796 1.2823133469e+00 
   2321.331 1.1665354729e+00 
   2321.865 1.2656722069e+00 
   2322.399 1.3118099213e+00 
   2322.935 1.0830641747e+00 
   2323.469 1.2696775436e+00 
   2324.005 1.1777708054e+00 
   2324.540 1.2349220276e+00 
   2325.076 1.1967295647e+00 
   2325.611 1.3090712547e+00 
   2326.146 1.2843047142e+00 
   2326.682 1.3120880127e+00 
   2327.217 1.1970421791e+00 
   2327.754 1.1988243103e+00 
   2328.289 1.2866411209e+00 
   2328.826 1.2063549995e+00 
   2329.362 1.2639178276e+00 
   2329.898 1.2784733772e+00 
   2330.435 1.1668735504e+00 
   2330.971 1.2551142693e+00 
   2331.509 1.3579750061e+00 
   2332.045 1.2269151688e+00 
   2332.583 1.2894062042e+00 
   2333.119 1.3167066574e+00 
   2333.656 1.1178550720e+00 
   2334.194 1.2453697205e+00 
   2334.731 1.2958970070e+00 
   2335.270 1.1856595993e+00 
   2335.807 1.1361720085e+00 
   2336.346 1.1474389076e+00 
   2336.883 1.1327779770e+00 
   2337.421 1.0164875031e+00 
   2337.960 1.1583193779e+00 
   2338.497 1.2780248642e+00 
   2339.037 1.2543535233e+00 
   2339.575 1.2263543129e+00 
   2340.114 1.3145538330e+00 
   2340.653 1.2851745605e+00 
   2341.191 1.2125378609e+00 
   2341.731 9.9518489838e-01 
   2342.270 1.1722910881e+00 
   2342.810 1.3526226997e+00 
   2343.349 1.2473494530e+00 
   2343.889 1.2373567581e+00 
   2344.428 1.1213191032e+00 
   2344.968 1.2676500320e+00 
   2345.508 1.1462132454e+00 
   2346.048 1.2107630730e+00 
   2346.589 1.2334295273e+00 
   2347.129 1.1679422379e+00 
   2347.670 1.2881920815e+00 
   2348.210 1.2241695404e+00 
   2348.750 1.1783909798e+00 
   2349.292 1.1504980087e+00 
   2349.832 1.1841921806e+00 
   2350.374 1.1865214348e+00 
   2350.915 1.0991873741e+00 
   2351.457 1.1520681381e+00 
   2351.998 1.2882005692e+00 
   2352.539 1.2090137482e+00 
   2353.082 1.1572504997e+00 
   2353.623 1.1351294518e+00 
   2354.166 9.8401021957e-01 
   2354.707 1.3317043304e+00 
   2355.250 1.2902904510e+00 
   2355.792 1.0471535683e+00 
   2356.335 1.1910919189e+00 
   2356.877 1.1958076477e+00 
   2357.420 1.1734932899e+00 
   2357.963 1.1730648041e+00 
   2358.506 1.1326448441e+00 
   2359.050 1.0992596626e+00 
   2359.592 1.0930860519e+00 
   2360.136 1.1771544456e+00 
   2360.679 1.1512295723e+00 
   2361.222 1.1900140762e+00 
   2361.767 1.0860917091e+00 
   2362.310 1.1820745468e+00 
   2362.855 1.1239319801e+00 
   2363.399 1.0745035172e+00 
   2363.943 1.2648349762e+00 
   2364.487 1.3005608559e+00 
   2365.031 1.1873727798e+00 
   2365.577 1.2332132339e+00 
   2366.121 1.2127589226e+00 
   2366.666 1.1308029175e+00 
   2367.211 1.2162586212e+00 
   2367.757 1.1873782158e+00 
   2368.301 1.2444829941e+00 
   2368.846 1.3458618164e+00 
   2369.393 1.1981166840e+00 
   2369.938 9.7110042572e-01 
   2370.484 1.2624755859e+00 
   2371.029 1.2028445244e+00 
   2371.576 1.1226156235e+00 
   2372.122 1.1852541924e+00 
   2372.667 1.2635857582e+00 
   2373.215 1.1755218506e+00 
   2373.761 1.1836121559e+00 
   2374.308 1.2516251564e+00 
   2374.854 1.1771404266e+00 
   2375.402 1.1804853439e+00 
   2375.948 1.2706166267e+00 
   2376.495 1.2051404953e+00 
   2377.043 1.2701457024e+00 
   2377.590 1.1726817131e+00 
   2378.138 1.1451772690e+00 
   2378.685 1.0681457520e+00 
   2379.234 1.1705041885e+00 
   2379.781 1.2607958794e+00 
   2380.328 1.1248900414e+00 
   2380.877 1.1762343407e+00 
   2381.425 1.2588966370e+00 
   2381.974 1.1743405342e+00 
   2382.522 1.1371390343e+00 
   2383.072 1.1945324898e+00 
   2383.620 1.1904808998e+00 
   2384.168 1.1608426094e+00 
   2384.718 1.1938585281e+00 
   2385.266 1.2649193764e+00 
   2385.817 1.1177404404e+00 
   2386.365 1.3752212524e+00 
   2386.916 1.2355232239e+00 
   2387.465 1.2459794998e+00 
   2388.014 1.1740780830e+00 
   2388.565 1.1704881668e+00 
   2389.114 1.2199710846e+00 
   2389.665 1.2133970261e+00 
   2390.215 1.1371349335e+00 
   2390.766 1.1040365219e+00 
   2391.316 1.2103672028e+00 
   2391.866 1.2883202553e+00 
   2392.418 1.2152988434e+00 
   2392.968 1.2035253525e+00 
   2393.520 1.2084820747e+00 
   2394.070 1.1752437592e+00 
   2394.623 1.1692655563e+00 
   2395.173 1.2715705872e+00 
   2395.724 1.1674000740e+00 
   2396.277 1.2673106194e+00 
   2396.828 1.2247040749e+00 
   2397.381 1.2581536293e+00 
   2397.932 1.2976621628e+00 
   2398.485 1.3047965050e+00 
   2399.037 1.2589624405e+00 
   2399.590 1.2152272224e+00 
   2400.142 1.1683132172e+00 
   2400.694 1.1571537971e+00 
   2401.248 1.2851671219e+00 
   2401.800 1.2998241425e+00 
   2402.354 1.2914935112e+00 
   2402.907 1.2939510345e+00 
   2403.461 1.2673694611e+00 
   2404.014 1.4391979218e+00 
   2404.567 1.1397532463e+00 
   2405.122 1.0970611572e+00 
   2405.675 1.2150703430e+00 
   2406.230 1.1885060310e+00 
   2406.783 1.1959064484e+00 
   2407.338 1.3425305367e+00 
   2407.892 1.3056601524e+00 
   2408.446 1.2081468582e+00 
   2409.001 1.2863511086e+00 
   2409.555 1.2727472305e+00 
   2410.111 1.1736763000e+00 
   2410.666 1.2131907463e+00 
   2411.221 1.1982349396e+00 
   2411.776 1.1791399956e+00 
   2412.331 1.2243003845e+00 
   2412.887 1.1862335205e+00 
   2413.442 1.2297163963e+00 
   2413.999 1.1508092880e+00 
   2414.554 1.2222219467e+00 
   2415.111 1.2910587311e+00 
   2415.667 1.3526001930e+00 
   2416.222 1.2223170280e+00 
   2416.779 1.2588338852e+00 
   2417.335 1.2480557442e+00 
   2417.893 1.1722307205e+00 
   2418.449 1.2452348709e+00 
   2419.007 1.2641576767e+00 
   2419.563 1.2479115486e+00 
   2420.120 1.2154809952e+00 
   2420.678 1.3440605164e+00 
   2421.235 1.1452976227e+00 
   2421.793 1.1325976372e+00 
   2422.350 1.1696377754e+00 
   2422.909 1.2362715721e+00 
   2423.466 1.2238802910e+00 
   2424.024 1.1488783836e+00 
   2424.583 1.1407281876e+00 
   2425.141 1.2366294861e+00 
   2425.700 1.1497648239e+00 
   2426.258 1.1575127602e+00 
   2426.817 1.2485507011e+00 
   2427.376 1.1574071884e+00 
   2427.934 1.1890007019e+00 
   2428.494 1.3033857346e+00 
   2429.053 1.1461348534e+00 
   2429.613 1.2745459557e+00 
   2430.172 1.1648493767e+00 
   2430.732 1.1117549896e+00 
   2431.291 1.1142742157e+00 
   2431.850 1.1814769745e+00 
   2432.411 1.1723940849e+00 
   2432.971 1.2791228294e+00 
   2433.532 1.2108473778e+00 
   2434.092 1.2403873444e+00 
   2434.653 1.2988494873e+00 
   2435.213 1.1570490837e+00 
   2435.773 1.0536238670e+00 
   2436.335 1.1081574440e+00 
   2436.895 1.1998350143e+00 
   2437.457 1.2658674240e+00 
   2438.018 1.2091445923e+00 
   2438.580 1.1182652473e+00 
   2439.141 1.1455925941e+00 
   2439.702 1.0830211639e+00 
   2440.265 1.2413423538e+00 
   2440.826 1.1732448578e+00 
   2441.389 1.1736417770e+00 
   2441.951 1.1014360428e+00 
   2442.514 1.1059241295e+00 
   2443.076 1.1364534378e+00 
   2443.639 1.1269062996e+00 
   2444.201 1.1176002502e+00 
   2444.764 1.1160878181e+00 
   2445.327 1.1411304474e+00 
   2445.890 1.1717522621e+00 
   2446.454 1.1734546661e+00 
   2447.017 1.1988005638e+00 
   2447.581 1.1860754967e+00 
   2448.144 1.1246357918e+00 
   2448.707 1.2599882126e+00 
   2449.272 1.2031504631e+00 
   2449.835 1.1102997780e+00 
   2450.400 1.0932245255e+00 
   2450.964 9.9742488861e-01 
   2451.529 1.1198212624e+00 
   2452.093 1.0786398888e+00 
   2452.657 1.1473350525e+00 
   2453.223 1.2653773308e+00 
   2453.787 1.2081588745e+00 
   2454.353 1.1149540901e+00 
   2454.918 1.1297966003e+00 
   2455.484 1.1637765884e+00 
   2456.049 1.1548762321e+00 
   2456.614 1.0835782051e+00 
   2457.180 1.0654280663e+00 
   2457.746 1.1195035934e+00 
   2458.312 1.0450766563e+00 
   2458.878 1.1288956642e+00 
   2459.445 1.2528457642e+00 
   2460.011 1.1738277435e+00 
   2460.577 1.0566837311e+00 
   2461.144 1.2183460236e+00 
   2461.710 1.0274265289e+00 
   2462.278 1.1595943451e+00 
   2462.844 1.1605054855e+00 
   2463.412 1.1845974922e+00 
   2463.979 1.2330669403e+00 
   2464.546 1.1423293114e+00 
   2465.114 1.1454340935e+00 
   2465.681 1.2286840439e+00 
   2466.250 1.2122011185e+00 
   2466.817 1.1559464455e+00 
   2467.386 1.1796998978e+00 
   2467.954 1.1508988380e+00 
   2468.521 1.1187428474e+00 
   2469.091 1.2321868896e+00 
   2469.659 1.1419949532e+00 
   2470.228 1.1351511955e+00 
   2470.796 1.1599061966e+00 
   2471.366 1.1447541237e+00 
   2471.935 1.1066652298e+00 
   2472.503 1.1069127083e+00 
   2473.073 1.1893992424e+00 
   2473.642 1.0311572075e+00 
   2474.213 1.0301816940e+00 
   2474.782 1.1116326332e+00 
   2475.353 1.1127591133e+00 
   2475.922 1.0661864281e+00 
   2476.492 1.1301726341e+00 
   2477.063 1.1130193710e+00 
   2477.633 1.1052656174e+00 
   2478.204 1.1460405350e+00 
   2478.774 1.1740839005e+00 
   2479.346 1.2066636086e+00 
   2479.916 1.0228075981e+00 
   2480.486 1.0751338959e+00 
   2481.058 1.1186155319e+00 
   2481.629 1.1026025772e+00 
   2482.201 1.0386011124e+00 
   2482.773 1.1210198402e+00 
   2483.345 1.0956986427e+00 
   2483.916 1.1219515800e+00 
   2484.488 1.1313607216e+00 
   2485.061 1.1952200890e+00 
   2485.632 1.1224987030e+00 
   2486.206 9.5538301468e-01 
   2486.777 1.1380178452e+00 
   2487.351 1.2002146721e+00 
   2487.923 1.1099218369e+00 
   2488.497 1.0070230484e+00 
   2489.069 1.0134111404e+00 
   2489.642 1.0487315178e+00 
   2490.216 1.0046624184e+00 
   2490.789 1.1573276520e+00 
   2491.363 1.1424109459e+00 
   2491.936 1.0599233627e+00 
   2492.511 1.1350091934e+00 
   2493.084 1.0666389465e+00 
   2493.658 1.2572161674e+00 
   2494.233 1.1278081894e+00 
   2494.807 1.2223526955e+00 
   2495.382 1.0239002228e+00 
   2495.956 1.0847634315e+00 
   2496.532 9.7273397446e-01 
   2497.106 1.0366961479e+00 
   2497.681 1.0175209045e+00 
   2498.256 1.0974234581e+00 
   2498.831 1.0769237518e+00 
   2499.407 1.0563882828e+00 
   2499.982 1.0332616806e+00 
   2500.559 1.0234715462e+00 
   2501.134 1.0897894859e+00 
   2501.710 1.1519981384e+00 
   2502.286 1.1433374405e+00 
   2502.862 1.1313060760e+00 
   2503.439 1.1509045601e+00 
   2504.015 1.0867171288e+00 
   2504.593 1.0969303131e+00 
   2505.169 1.0604755402e+00 
   2505.745 1.0946236610e+00 
   2506.323 1.1382742882e+00 
   2506.899 1.1121918678e+00 
   2507.478 1.1084005356e+00 
   2508.054 1.1206281662e+00 
   2508.633 1.0678443909e+00 
   2509.210 1.0611088753e+00 
   2509.787 1.1286728859e+00 
   2510.366 1.0688426018e+00 
   2510.943 1.0702283859e+00 
   2511.522 1.1147918701e+00 
   2512.100 1.1220887184e+00 
   2512.679 1.1386432648e+00 
   2513.257 1.0480974197e+00 
   2513.836 9.8475923538e-01 
   2514.415 1.0551385880e+00 
   2514.994 1.0611611366e+00 
   2515.574 1.0551660538e+00 
   2516.152 9.8041820526e-01 
   2516.733 1.0829021454e+00 
   2517.312 1.0515775681e+00 
   2517.891 1.0982200623e+00 
   2518.471 9.3410797119e-01 
   2519.051 1.0975889206e+00 
   2519.632 1.0511599541e+00 
   2520.211 1.0754389763e+00 
   2520.792 1.1250155449e+00 
   2521.372 1.1556947708e+00 
   2521.952 1.0643445969e+00 
   2522.534 9.7180461884e-01 
   2523.114 1.0853869438e+00 
   2523.696 1.1171518326e+00 
   2524.277 1.1398573875e+00 
   2524.859 1.1310305595e+00 
   2525.439 1.1096781731e+00 
   2526.020 9.8880367279e-01 
   2526.603 9.9536867142e-01 
   2527.184 1.1680100441e+00 
   2527.767 1.1347854614e+00 
   2528.348 1.0763096809e+00 
   2528.932 1.0293321609e+00 
   2529.513 1.0335809708e+00 
   2530.095 1.1340727806e+00 
   2530.679 9.6031217575e-01 
   2531.261 1.0880084991e+00 
   2531.845 1.0285317421e+00 
   2532.427 1.2235835075e+00 
   2533.011 1.1104926109e+00 
   2533.594 1.0370128632e+00 
   2534.178 1.0225035667e+00 
   2534.761 1.1093133926e+00 
   2535.344 1.0425676346e+00 
   2535.929 1.0525675774e+00 
   2536.512 1.0367735863e+00 
   2537.097 1.0788936615e+00 
   2537.681 1.0430614471e+00 
   2538.266 1.0555799484e+00 
   2538.850 1.1006073952e+00 
   2539.434 1.0170340538e+00 
   2540.019 1.0375215530e+00 
   2540.604 1.1224765778e+00 
   2541.190 1.1261913300e+00 
   2541.774 1.1783396721e+00 
   2542.360 1.1314743042e+00 
   2542.945 1.0723545074e+00 
   2543.530 1.0572360992e+00 
   2544.117 1.1154795647e+00 
   2544.702 1.0604092598e+00 
   2545.289 1.0833706856e+00 
   2545.874 1.1714584351e+00 
